SoilLat,SoilLon,SolarLat,SolarLon,Year,SoilRegionKey,SolarRegionKey
59.569,-135.408,59.57,-135.42,2017,59.569:-135.408,59.570:-135.420
59.77,-156.921,59.77,-156.94,2017,59.770:-156.921,59.770:-156.940
59.295,-151.686,59.29,-151.7,2017,59.295:-151.686,59.290:-151.700
59.345,-135.834,59.33,-135.82,2017,59.345:-135.834,59.330:-135.820
55.512,-132.196,55.53,-132.18,2017,55.512:-132.196,55.530:-132.180
56.614,-132.829,56.61,-132.82,2017,56.614:-132.829,56.610:-132.820
57.868,-134.519,57.85,-134.5,2017,57.868:-134.519,57.850:-134.500
57.178,-170.259,57.17,-170.26,2017,57.178:-170.259,57.170:-170.260
32.508,-86.666,32.49,-86.66,2017,32.508:-86.666,32.490:-86.660
30.732,-87.722,30.73,-87.74,2017,30.732:-87.722,30.730:-87.740
31.883,-85.398,31.89,-85.38,2017,31.883:-85.398,31.890:-85.380
33.039,-87.149,33.05,-87.14,2017,33.039:-87.149,33.050:-87.140
34.013,-86.633,34.01,-86.62,2017,34.013:-86.633,34.010:-86.620
32.093,-85.705,32.09,-85.7,2017,32.093:-85.705,32.090:-85.700
31.744,-86.674,31.73,-86.66,2017,31.744:-86.674,31.730:-86.660
33.762,-85.838,33.77,-85.82,2017,33.762:-85.838,33.770:-85.820
32.919,-85.358,32.93,-85.34,2017,32.919:-85.358,32.930:-85.340
34.234,-85.621,34.25,-85.62,2017,34.234:-85.621,34.250:-85.620
32.866,-86.695,32.85,-86.7,2017,32.866:-86.695,32.850:-86.700
32.004,-88.201,32.01,-88.22,2017,32.004:-88.201,32.010:-88.220
31.588,-87.841,31.57,-87.86,2017,31.588:-87.841,31.570:-87.860
33.295,-85.908,33.29,-85.9,2017,33.295:-85.908,33.290:-85.900
33.717,-85.596,33.73,-85.58,2017,33.717:-85.596,33.730:-85.580
31.401,-85.993,31.41,-85.98,2017,31.401:-85.993,31.410:-85.980
34.736,-87.778,34.73,-87.78,2017,34.736:-87.778,34.730:-87.780
31.467,-87.045,31.45,-87.06,2017,31.467:-87.045,31.450:-87.060
32.929,-86.261,32.93,-86.26,2017,32.929:-86.261,32.930:-86.260
31.261,-86.445,31.25,-86.46,2017,31.261:-86.445,31.250:-86.460
31.746,-86.324,31.73,-86.34,2017,31.746:-86.324,31.730:-86.340
34.086,-86.801,34.09,-86.82,2017,34.086:-86.801,34.090:-86.820
31.408,-85.603,31.41,-85.62,2017,31.408:-85.603,31.410:-85.620
32.388,-87.14,32.37,-87.14,2017,32.388:-87.140,32.370:-87.140
34.53,-85.816,34.53,-85.82,2017,34.530:-85.816,34.530:-85.820
32.588,-86.133,32.57,-86.14,2017,32.588:-86.133,32.570:-86.140
31.128,-87.152,31.13,-87.14,2017,31.128:-87.152,31.130:-87.140
34.021,-86.055,34.01,-86.06,2017,34.021:-86.055,34.010:-86.060
33.72,-87.688,33.73,-87.7,2017,33.720:-87.688,33.730:-87.700
34.443,-87.852,34.45,-87.86,2017,34.443:-87.852,34.450:-87.860
31.096,-85.839,31.09,-85.82,2017,31.096:-85.839,31.090:-85.820
32.836,-87.957,32.85,-87.94,2017,32.836:-87.957,32.850:-87.940
32.744,-87.646,32.73,-87.66,2017,32.744:-87.646,32.730:-87.660
31.541,-85.23,31.53,-85.22,2017,31.541:-85.230,31.530:-85.220
31.156,-85.356,31.17,-85.34,2017,31.156:-85.356,31.170:-85.340
34.728,-85.971,34.73,-85.98,2017,34.728:-85.971,34.730:-85.980
33.545,-86.929,33.53,-86.94,2017,33.545:-86.929,33.530:-86.940
33.792,-88.11,33.81,-88.1,2017,33.792:-88.110,33.810:-88.100
34.87,-87.707,34.85,-87.7,2017,34.870:-87.707,34.850:-87.700
34.552,-87.318,34.57,-87.3,2017,34.552:-87.318,34.570:-87.300
32.578,-85.349,32.57,-85.34,2017,32.578:-85.349,32.570:-85.340
34.775,-87.032,34.77,-87.02,2017,34.775:-87.032,34.770:-87.020
32.184,-86.652,32.17,-86.66,2017,32.184:-86.652,32.170:-86.660
32.414,-85.729,32.41,-85.74,2017,32.414:-85.729,32.410:-85.740
34.734,-86.523,34.73,-86.54,2017,34.734:-86.523,34.730:-86.540
32.269,-87.795,32.25,-87.78,2017,32.269:-87.795,32.250:-87.780
34.118,-87.921,34.13,-87.94,2017,34.118:-87.921,34.130:-87.940
34.35,-86.32,34.37,-86.3,2017,34.350:-86.320,34.370:-86.300
30.658,-88.178,30.65,-88.18,2017,30.658:-88.178,30.650:-88.180
31.529,-87.346,31.53,-87.34,2017,31.529:-87.346,31.530:-87.340
32.233,-86.215,32.25,-86.22,2017,32.233:-86.215,32.250:-86.220
34.496,-86.83,34.49,-86.82,2017,34.496:-86.830,34.490:-86.820
32.591,-87.272,32.61,-87.26,2017,32.591:-87.272,32.610:-87.260
33.263,-88.089,33.25,-88.1,2017,33.263:-88.089,33.250:-88.100
31.839,-85.929,31.85,-85.94,2017,31.839:-85.929,31.850:-85.940
33.304,-85.443,33.29,-85.46,2017,33.304:-85.443,33.290:-85.460
32.286,-85.162,32.29,-85.18,2017,32.286:-85.162,32.290:-85.180
33.69,-86.311,33.69,-86.3,2017,33.690:-86.311,33.690:-86.300
33.282,-86.684,33.29,-86.7,2017,33.282:-86.684,33.290:-86.700
32.652,-88.131,32.65,-88.14,2017,32.652:-88.131,32.650:-88.140
33.401,-86.149,33.41,-86.14,2017,33.401:-86.149,33.410:-86.140
32.8,-85.804,32.81,-85.82,2017,32.800:-85.804,32.810:-85.820
33.307,-87.453,33.29,-87.46,2017,33.307:-87.453,33.290:-87.460
33.759,-87.295,33.77,-87.3,2017,33.759:-87.295,33.770:-87.300
31.407,-88.176,31.41,-88.18,2017,31.407:-88.176,31.410:-88.180
32.048,-87.262,32.05,-87.26,2017,32.048:-87.262,32.050:-87.260
34.146,-87.373,34.13,-87.38,2017,34.146:-87.373,34.130:-87.380
34.245,-91.382,34.25,-91.38,2017,34.245:-91.382,34.250:-91.380
33.202,-91.801,33.21,-91.82,2017,33.202:-91.801,33.210:-91.820
36.236,-92.373,36.25,-92.38,2017,36.236:-92.373,36.250:-92.380
36.3,-94.216,36.29,-94.22,2017,36.300:-94.216,36.290:-94.220
36.306,-93.078,36.29,-93.06,2017,36.306:-93.078,36.290:-93.060
33.434,-92.171,33.45,-92.18,2017,33.434:-92.171,33.450:-92.180
36.31,-93.592,36.33,-93.58,2017,36.310:-93.592,36.330:-93.580
33.284,-91.252,33.29,-91.26,2017,33.284:-91.252,33.290:-91.260
36.35,-90.435,36.37,-90.42,2017,36.350:-90.435,36.370:-90.420
35.535,-92.021,35.53,-92.02,2017,35.535:-92.021,35.530:-92.020
33.884,-92.214,33.89,-92.22,2017,33.884:-92.214,33.890:-92.220
33.236,-93.235,33.25,-93.22,2017,33.236:-93.235,33.250:-93.220
35.267,-92.76,35.25,-92.78,2017,35.267:-92.760,35.250:-92.780
35.848,-90.662,35.85,-90.66,2017,35.848:-90.662,35.850:-90.660
35.554,-94.193,35.57,-94.18,2017,35.554:-94.193,35.570:-94.180
35.137,-90.286,35.13,-90.3,2017,35.137:-90.286,35.130:-90.300
35.297,-90.772,35.29,-90.78,2017,35.297:-90.772,35.290:-90.780
33.818,-91.214,33.81,-91.22,2017,33.818:-91.214,33.810:-91.220
33.591,-91.733,33.61,-91.74,2017,33.591:-91.733,33.610:-91.740
35.105,-92.357,35.09,-92.34,2017,35.105:-92.357,35.090:-92.340
35.487,-93.889,35.49,-93.9,2017,35.487:-93.889,35.490:-93.900
36.375,-91.805,36.37,-91.82,2017,36.375:-91.805,36.370:-91.820
34.581,-93.099,34.57,-93.1,2017,34.581:-93.099,34.570:-93.100
34.278,-92.443,34.29,-92.46,2017,34.278:-92.443,34.290:-92.460
36.116,-90.526,36.13,-90.54,2017,36.116:-90.526,36.130:-90.540
33.743,-93.713,33.73,-93.7,2017,33.743:-93.713,33.730:-93.700
34.052,-94.038,34.05,-94.02,2017,34.052:-94.038,34.050:-94.020
35.735,-91.534,35.73,-91.54,2017,35.735:-91.534,35.730:-91.540
36.064,-91.945,36.05,-91.94,2017,36.064:-91.945,36.050:-91.940
35.622,-91.309,35.61,-91.3,2017,35.622:-91.309,35.610:-91.300
35.548,-93.437,35.53,-93.42,2017,35.548:-93.437,35.530:-93.420
36.069,-91.053,36.05,-91.06,2017,36.069:-91.053,36.050:-91.060
34.77,-90.755,34.77,-90.74,2017,34.770:-90.755,34.770:-90.740
35.225,-93.71,35.21,-93.7,2017,35.225:-93.710,35.210:-93.700
36.034,-93.704,36.05,-93.7,2017,36.034:-93.704,36.050:-93.700
36.281,-92.649,36.29,-92.66,2017,36.281:-92.649,36.290:-92.660
35.7,-89.966,35.69,-89.98,2017,35.700:-89.966,35.690:-89.980
34.67,-91.224,34.69,-91.22,2017,34.670:-91.224,34.690:-91.220
34.543,-93.665,34.53,-93.66,2017,34.543:-93.665,34.530:-93.660
33.701,-93.294,33.69,-93.3,2017,33.701:-93.294,33.690:-93.300
35.925,-93.232,35.93,-93.22,2017,35.925:-93.232,35.930:-93.220
33.589,-92.843,33.57,-92.86,2017,33.589:-92.843,33.570:-92.860
34.944,-92.923,34.93,-92.94,2017,34.944:-92.923,34.930:-92.940
34.382,-90.829,34.37,-90.82,2017,34.382:-90.829,34.370:-90.820
34.146,-93.654,34.13,-93.66,2017,34.146:-93.654,34.130:-93.660
35.573,-90.663,35.57,-90.66,2017,35.573:-90.663,35.570:-90.660
34.459,-94.2,34.45,-94.22,2017,34.459:-94.200,34.450:-94.220
35.423,-93.054,35.41,-93.06,2017,35.423:-93.054,35.410:-93.060
34.752,-92.393,34.77,-92.38,2017,34.752:-92.393,34.770:-92.380
36.307,-91.078,36.29,-91.06,2017,36.307:-91.078,36.290:-91.060
35.008,-90.777,35.01,-90.78,2017,35.008:-90.777,35.010:-90.780
34.635,-92.66,34.65,-92.66,2017,34.635:-92.660,34.650:-92.660
34.883,-94.08,34.89,-94.1,2017,34.883:-94.080,34.890:-94.100
35.917,-92.681,35.93,-92.7,2017,35.917:-92.681,35.930:-92.700
35.191,-94.238,35.21,-94.22,2017,35.191:-94.238,35.210:-94.220
33.972,-94.218,33.97,-94.22,2017,33.972:-94.218,33.970:-94.220
36.194,-91.485,36.21,-91.5,2017,36.194:-91.485,36.210:-91.500
35.919,-92.127,35.93,-92.14,2017,35.919:-92.127,35.930:-92.140
33.198,-92.529,33.21,-92.54,2017,33.198:-92.529,33.210:-92.540
35.577,-92.546,35.57,-92.54,2017,35.577:-92.546,35.570:-92.540
35.993,-94.22,36.01,-94.22,2017,35.993:-94.220,36.010:-94.220
35.277,-91.733,35.29,-91.74,2017,35.277:-91.733,35.290:-91.740
35.179,-91.259,35.17,-91.26,2017,35.179:-91.259,35.170:-91.260
35.031,-93.303,35.05,-93.3,2017,35.031:-93.303,35.050:-93.300
33.713,-92.636,33.73,-92.62,2017,33.713:-92.636,33.730:-92.620
34.138,-93.085,34.13,-93.1,2017,34.138:-93.085,34.130:-93.100
34.138,-91.828,34.13,-91.82,2017,34.138:-91.828,34.130:-91.820
33.482,-93.928,33.49,-93.94,2017,33.482:-93.928,33.490:-93.940
34.786,-91.733,34.77,-91.74,2017,34.786:-91.733,34.770:-91.740
-14.265,-170.133,-14.27,-170.38,2017,-14.265:-170.133,-14.270:-170.380
36.545,-113.608,36.53,-113.62,2017,36.545:-113.608,36.530:-113.620
36.648,-112.929,36.65,-112.94,2017,36.648:-112.929,36.650:-112.940
34.683,-113.99,34.69,-113.98,2017,34.683:-113.990,34.690:-113.980
36.753,-112.03,36.77,-112.02,2017,36.753:-112.030,36.770:-112.020
35.394,-112.026,35.41,-112.02,2017,35.394:-112.026,35.410:-112.020
34.736,-110.297,34.73,-110.3,2017,34.736:-110.297,34.730:-110.300
34.52,-109.455,34.53,-109.46,2017,34.520:-109.455,34.530:-109.460
34.706,-112.66,34.69,-112.66,2017,34.706:-112.660,34.690:-112.660
34.693,-112.136,34.69,-112.14,2017,34.693:-112.136,34.690:-112.140
34.752,-111.665,34.77,-111.66,2017,34.752:-111.665,34.770:-111.660
34.601,-111.415,34.61,-111.42,2017,34.601:-111.415,34.610:-111.420
33.67,-112.38,33.69,-112.38,2017,33.670:-112.380,33.690:-112.380
32.008,-112.847,32.01,-112.86,2017,32.008:-112.847,32.010:-112.860
32.574,-113.435,32.57,-113.42,2017,32.574:-113.435,32.570:-113.420
32.234,-113.446,32.25,-113.46,2017,32.234:-113.446,32.250:-113.460
33.029,-114.075,33.01,-114.06,2017,33.029:-114.075,33.010:-114.060
33.421,-112.691,33.41,-112.7,2017,33.421:-112.691,33.410:-112.700
32.746,-112.768,32.73,-112.78,2017,32.746:-112.768,32.730:-112.780
33.343,-111.727,33.33,-111.74,2017,33.343:-111.727,33.330:-111.740
33.959,-114.381,33.97,-114.38,2017,33.959:-114.381,33.970:-114.380
33.509,-113.961,33.49,-113.98,2017,33.509:-113.961,33.490:-113.980
33.178,-111.911,33.17,-111.9,2017,33.178:-111.911,33.170:-111.900
32.81,-111.732,32.81,-111.74,2017,32.810:-111.732,32.810:-111.740
32.947,-111.016,32.93,-111.02,2017,32.947:-111.016,32.930:-111.020
32.897,-109.779,32.89,-109.78,2017,32.897:-109.779,32.890:-109.780
32.865,-109.64,32.85,-109.66,2017,32.865:-109.640,32.850:-109.660
32.38,-109.462,32.37,-109.46,2017,32.380:-109.462,32.370:-109.460
32.224,-109.803,32.21,-109.82,2017,32.224:-109.803,32.210:-109.820
32.166,-110.198,32.17,-110.18,2017,32.166:-110.198,32.170:-110.180
31.626,-110.838,31.61,-110.82,2017,31.626:-110.838,31.610:-110.820
32.114,-111.15,32.13,-111.14,2017,32.114:-111.150,32.130:-111.140
31.984,-111.129,31.97,-111.14,2017,31.984:-111.129,31.970:-111.140
31.619,-109.755,31.61,-109.74,2017,31.619:-109.755,31.610:-109.740
32.717,-110.147,32.73,-110.14,2017,32.717:-110.147,32.730:-110.140
33.346,-110.124,33.33,-110.14,2017,33.346:-110.124,33.330:-110.140
33.891,-110.139,33.89,-110.14,2017,33.891:-110.139,33.890:-110.140
33.816,-111.296,33.81,-111.3,2017,33.816:-111.296,33.810:-111.300
33.855,-110.071,33.85,-110.06,2017,33.855:-110.071,33.850:-110.060
35.206,-111.6,35.21,-111.58,2017,35.206:-111.600,35.210:-111.580
35.946,-112.182,35.93,-112.18,2017,35.946:-112.182,35.930:-112.180
35.673,-114.045,35.69,-114.06,2017,35.673:-114.045,35.690:-114.060
35.926,-113.155,35.93,-113.14,2017,35.926:-113.155,35.930:-113.140
36.305,-112.825,36.29,-112.82,2017,36.305:-112.825,36.290:-112.820
32.15,-111.973,32.13,-111.98,2017,32.150:-111.973,32.130:-111.980
36.01,-111.158,36.01,-111.14,2017,36.010:-111.158,36.010:-111.140
36.616,-110.641,36.61,-110.66,2017,36.616:-110.641,36.610:-110.660
36.143,-109.34,36.13,-109.34,2017,36.143:-109.340,36.130:-109.340
36.248,-109.802,36.25,-109.82,2017,36.248:-109.802,36.250:-109.820
35.964,-110.501,35.97,-110.5,2017,35.964:-110.501,35.970:-110.500
35.687,-109.508,35.69,-109.5,2017,35.687:-109.508,35.690:-109.500
32.221,-110.005,32.21,-110.02,2017,32.221:-110.005,32.210:-110.020
39.169,-122.29,39.17,-122.3,2017,39.169:-122.290,39.170:-122.300
37.912,-121.988,37.93,-121.98,2017,37.912:-121.988,37.930:-121.980
39.592,-122.397,39.61,-122.38,2017,39.592:-122.397,39.610:-122.380
36.139,-119.895,36.13,-119.9,2017,36.139:-119.895,36.130:-119.900
39.125,-122.717,39.13,-122.7,2017,39.125:-122.717,39.130:-122.700
38.068,-122.688,38.05,-122.7,2017,38.068:-122.688,38.050:-122.700
36.352,-121.096,36.37,-121.1,2017,36.352:-121.096,36.370:-121.100
38.51,-122.354,38.49,-122.34,2017,38.510:-122.354,38.490:-122.340
38.377,-121.443,38.37,-121.46,2017,38.377:-121.443,38.370:-121.460
36.593,-121.12,36.61,-121.14,2017,36.593:-121.120,36.610:-121.140
37.891,-121.251,37.89,-121.26,2017,37.891:-121.251,37.890:-121.260
37.069,-121.951,37.05,-121.94,2017,37.069:-121.951,37.050:-121.940
38.286,-122,38.29,-122.02,2017,38.286:-122.000,38.290:-122.020
38.461,-122.941,38.45,-122.94,2017,38.461:-122.941,38.450:-122.940
39.02,-121.681,39.01,-121.7,2017,39.020:-121.681,39.010:-121.700
38.62,-121.962,38.61,-121.98,2017,38.620:-121.962,38.610:-121.980
40.669,-123.98,40.65,-123.98,2017,40.669:-123.980,40.650:-123.980
40.232,-123.973,40.25,-123.98,2017,40.232:-123.973,40.250:-123.980
41.636,-122.589,41.65,-122.58,2017,41.636:-122.589,41.650:-122.580
41.59,-120.611,41.61,-120.62,2017,41.590:-120.611,41.610:-120.620
41.158,-121.479,41.17,-121.46,2017,41.158:-121.479,41.170:-121.460
41.349,-123.896,41.33,-123.9,2017,41.349:-123.896,41.330:-123.900
40.658,-122.966,40.65,-122.98,2017,40.658:-122.966,40.650:-122.980
40.686,-122.283,40.69,-122.3,2017,40.686:-122.283,40.690:-122.300
40.518,-120.661,40.53,-120.66,2017,40.518:-120.661,40.530:-120.660
37.639,-121.824,37.65,-121.82,2017,37.639:-121.824,37.650:-121.820
37.68,-122.143,37.69,-122.14,2017,37.680:-122.143,37.690:-122.140
39.702,-121.559,39.69,-121.54,2017,39.702:-121.559,39.690:-121.540
39.716,-120.219,39.73,-120.22,2017,39.716:-120.219,39.730:-120.220
39.279,-121.323,39.29,-121.34,2017,39.279:-121.323,39.290:-121.340
39.221,-121.048,39.21,-121.06,2017,39.221:-121.048,39.210:-121.060
39.009,-121.082,39.01,-121.1,2017,39.009:-121.082,39.010:-121.100
38.756,-120.807,38.77,-120.82,2017,38.756:-120.807,38.770:-120.820
38.39,-120.697,38.41,-120.7,2017,38.390:-120.697,38.410:-120.700
38.05,-120.577,38.05,-120.58,2017,38.050:-120.577,38.050:-120.580
37.919,-120.79,37.93,-120.78,2017,37.919:-120.790,37.930:-120.780
37.343,-122.331,37.33,-122.34,2017,37.343:-122.331,37.330:-122.340
33.02,-116.838,33.01,-116.82,2017,33.020:-116.838,33.010:-116.820
37.264,-121.949,37.25,-121.94,2017,37.264:-121.949,37.250:-121.940
37.399,-121.225,37.41,-121.22,2017,37.399:-121.225,37.410:-121.220
37.616,-120.815,37.61,-120.82,2017,37.616:-120.815,37.610:-120.820
40.121,-122.204,40.13,-122.22,2017,40.121:-122.204,40.130:-122.220
37.189,-121.537,37.17,-121.54,2017,37.189:-121.537,37.170:-121.540
37.042,-120.894,37.05,-120.9,2017,37.042:-120.894,37.050:-120.900
37.339,-120.524,37.33,-120.54,2017,37.339:-120.524,37.330:-120.540
37.491,-120.059,37.49,-120.06,2017,37.491:-120.059,37.490:-120.060
37.09,-120.033,37.09,-120.02,2017,37.090:-120.033,37.090:-120.020
36.475,-120.422,36.49,-120.42,2017,36.475:-120.422,36.490:-120.420
36.774,-119.679,36.77,-119.66,2017,36.774:-119.679,36.770:-119.660
36.182,-119.313,36.17,-119.3,2017,36.182:-119.313,36.170:-119.300
36.226,-118.966,36.21,-118.98,2017,36.226:-118.966,36.210:-118.980
36.372,-117.567,36.37,-117.58,2017,36.372:-117.567,36.370:-117.580
35.349,-120.76,35.33,-120.78,2017,35.349:-120.760,35.330:-120.780
35.541,-120.704,35.53,-120.7,2017,35.541:-120.704,35.530:-120.700
35.527,-119.518,35.53,-119.5,2017,35.527:-119.518,35.530:-119.500
35.287,-119.914,35.29,-119.9,2017,35.287:-119.914,35.290:-119.900
35.656,-118.523,35.65,-118.54,2017,35.656:-118.523,35.650:-118.540
34.89,-117.833,34.89,-117.82,2017,34.890:-117.833,34.890:-117.820
35.074,-118.24,35.09,-118.22,2017,35.074:-118.240,35.090:-118.220
34.683,-117.111,34.69,-117.1,2017,34.683:-117.111,34.690:-117.100
34.804,-120.053,34.81,-120.06,2017,34.804:-120.053,34.810:-120.060
34.502,-120.045,34.49,-120.06,2017,34.502:-120.045,34.490:-120.060
34.297,-119.055,34.29,-119.06,2017,34.297:-119.055,34.290:-119.060
34.658,-118.282,34.65,-118.3,2017,34.658:-118.282,34.650:-118.300
34.235,-118.506,34.25,-118.5,2017,34.235:-118.506,34.250:-118.500
34.059,-117.358,34.05,-117.34,2017,34.059:-117.358,34.050:-117.340
33.667,-117.706,33.65,-117.7,2017,33.667:-117.706,33.650:-117.700
33.73,-117.046,33.73,-117.06,2017,33.730:-117.046,33.730:-117.060
33.729,-116.198,33.73,-116.18,2017,33.729:-116.198,33.730:-116.180
33.562,-114.637,33.57,-114.62,2017,33.562:-114.637,33.570:-114.620
35.506,-117.695,35.49,-117.7,2017,35.506:-117.695,35.490:-117.700
33.003,-115.512,33.01,-115.5,2017,33.003:-115.512,33.010:-115.500
41.851,-121.686,41.85,-121.7,2017,41.851:-121.686,41.850:-121.700
41.388,-119.816,41.37,-119.82,2017,41.388:-119.816,41.370:-119.820
38.449,-119.349,38.45,-119.34,2017,38.449:-119.349,38.450:-119.340
39.524,-123.223,39.53,-123.22,2017,39.524:-123.223,39.530:-123.220
33.439,-119.378,33.45,-119.38,2017,33.439:-119.378,33.450:-119.380
37.634,-122.306,37.65,-122.3,2017,37.634:-122.306,37.650:-122.300
35.043,-119.254,35.05,-119.26,2017,35.043:-119.254,35.050:-119.260
34.109,-118.711,34.09,-118.7,2017,34.109:-118.711,34.090:-118.700
39.014,-120.064,39.01,-120.06,2017,39.014:-120.064,39.010:-120.060
39.38,-123.637,39.37,-123.62,2017,39.380:-123.637,39.370:-123.620
34.912,-116.098,34.93,-116.1,2017,34.912:-116.098,34.930:-116.100
34.004,-118.105,34.01,-118.1,2017,34.004:-118.105,34.010:-118.100
35.355,-116.622,35.37,-116.62,2017,35.355:-116.622,35.370:-116.620
34.385,-116.263,34.37,-116.26,2017,34.385:-116.263,34.370:-116.260
34.468,-116.113,34.45,-116.1,2017,34.468:-116.113,34.450:-116.100
41.007,-123.606,41.01,-123.62,2017,41.007:-123.606,41.010:-123.620
41.539,-122.662,41.53,-122.66,2017,41.539:-122.662,41.530:-122.660
41.451,-120.905,41.45,-120.9,2017,41.451:-120.905,41.450:-120.900
41.945,-123.344,41.93,-123.34,2017,41.945:-123.344,41.930:-123.340
40.829,-122.535,40.81,-122.54,2017,40.829:-122.535,40.810:-122.540
40.416,-121.129,40.41,-121.14,2017,40.416:-121.129,40.410:-121.140
39.785,-123.004,39.77,-123.02,2017,39.785:-123.004,39.770:-123.020
39.916,-120.765,39.93,-120.78,2017,39.916:-120.765,39.930:-120.780
39.386,-120.53,39.37,-120.54,2017,39.386:-120.530,39.370:-120.540
38.782,-120.287,38.77,-120.3,2017,38.782:-120.287,38.770:-120.300
38.482,-119.507,38.49,-119.5,2017,38.482:-119.507,38.490:-119.500
38.112,-120.014,38.13,-120.02,2017,38.112:-120.014,38.130:-120.020
37.073,-118.66,37.09,-118.66,2017,37.073:-118.660,37.090:-118.660
37.147,-118.713,37.13,-118.7,2017,37.147:-118.713,37.130:-118.700
37.261,-119.393,37.25,-119.38,2017,37.261:-119.393,37.250:-119.380
36.139,-118.671,36.13,-118.66,2017,36.139:-118.671,36.130:-118.660
37.453,-118.384,37.45,-118.38,2017,37.453:-118.384,37.450:-118.380
34.938,-119.757,34.93,-119.74,2017,34.938:-119.757,34.930:-119.740
34.448,-118.214,34.45,-118.22,2017,34.448:-118.214,34.450:-118.220
33.948,-116.997,33.93,-116.98,2017,33.948:-116.997,33.930:-116.980
36.486,-121.173,36.49,-121.18,2017,36.486:-121.173,36.490:-121.180
40.497,-121.412,40.49,-121.42,2017,40.497:-121.412,40.490:-121.420
37.839,-119.543,37.85,-119.54,2017,37.839:-119.543,37.850:-119.540
36.764,-118.609,36.77,-118.62,2017,36.764:-118.609,36.770:-118.620
36.488,-117.138,36.49,-117.14,2017,36.488:-117.138,36.490:-117.140
33.9,-115.861,33.89,-115.86,2017,33.900:-115.861,33.890:-115.860
35.154,-115.556,35.17,-115.54,2017,35.154:-115.556,35.170:-115.540
41.413,-123.969,41.41,-123.98,2017,41.413:-123.969,41.410:-123.980
37.169,-118.486,37.17,-118.5,2017,37.169:-118.486,37.170:-118.500
33.727,-115.164,33.73,-115.18,2017,33.727:-115.164,33.730:-115.180
33.123,-116.076,33.13,-116.06,2017,33.123:-116.076,33.130:-116.060
35.819,-115.955,35.81,-115.94,2017,35.819:-115.955,35.810:-115.940
37.412,-117.892,37.41,-117.9,2017,37.412:-117.892,37.410:-117.900
39.87,-104.38,39.85,-104.38,2017,39.870:-104.380,39.850:-104.380
39.652,-104.38,39.65,-104.38,2017,39.652:-104.380,39.650:-104.380
37.319,-102.564,37.33,-102.58,2017,37.319:-102.564,37.330:-102.580
37.955,-103.073,37.97,-103.06,2017,37.955:-103.073,37.970:-103.060
38.83,-102.609,38.81,-102.62,2017,38.830:-102.609,38.810:-102.620
37.327,-105.45,37.33,-105.46,2017,37.327:-105.450,37.330:-105.460
38.318,-103.78,38.33,-103.78,2017,38.318:-103.780,38.330:-103.780
39.711,-104.932,39.73,-104.94,2017,39.711:-104.932,39.730:-104.940
38.44,-102.776,38.45,-102.78,2017,38.440:-102.776,38.450:-102.780
39.306,-102.605,39.29,-102.62,2017,39.306:-102.605,39.290:-102.620
39.042,-103.605,39.05,-103.62,2017,39.042:-103.605,39.050:-103.620
40.719,-103.116,40.73,-103.1,2017,40.719:-103.116,40.730:-103.100
40.263,-103.808,40.25,-103.82,2017,40.263:-103.808,40.250:-103.820
37.954,-103.729,37.97,-103.74,2017,37.954:-103.729,37.970:-103.740
40.594,-102.358,40.61,-102.34,2017,40.594:-102.358,40.610:-102.340
37.956,-102.395,37.97,-102.38,2017,37.956:-102.395,37.970:-102.380
40.876,-102.352,40.89,-102.34,2017,40.876:-102.352,40.890:-102.340
40.002,-103.243,40.01,-103.26,2017,40.002:-103.243,40.010:-103.260
40.004,-102.427,40.01,-102.42,2017,40.004:-102.427,40.010:-102.420
40.762,-104.258,40.77,-104.26,2017,40.762:-104.258,40.770:-104.260
40.321,-104.602,40.33,-104.62,2017,40.321:-104.602,40.330:-104.620
39.348,-104.893,39.33,-104.9,2017,39.348:-104.893,39.330:-104.900
39.347,-104.355,39.33,-104.34,2017,39.347:-104.355,39.330:-104.340
39.216,-103.885,39.21,-103.9,2017,39.216:-103.885,39.210:-103.900
38.825,-104.497,38.81,-104.5,2017,38.825:-104.497,38.810:-104.500
38.128,-104.606,38.13,-104.62,2017,38.128:-104.606,38.130:-104.620
37.67,-104.912,37.69,-104.9,2017,37.670:-104.912,37.690:-104.900
37.405,-104.115,37.41,-104.1,2017,37.405:-104.115,37.410:-104.100
37.198,-106.067,37.21,-106.06,2017,37.198:-106.067,37.210:-106.060
37.575,-106.349,37.57,-106.34,2017,37.575:-106.349,37.570:-106.340
37.554,-105.769,37.57,-105.78,2017,37.554:-105.769,37.570:-105.780
38.092,-106.025,38.09,-106.02,2017,38.092:-106.025,38.090:-106.020
38.002,-105.691,38.01,-105.7,2017,38.002:-105.691,38.010:-105.700
38.079,-105.383,38.09,-105.38,2017,38.079:-105.383,38.090:-105.380
37.803,-105.115,37.81,-105.1,2017,37.803:-105.115,37.810:-105.100
38.478,-105.455,38.49,-105.46,2017,38.478:-105.455,38.490:-105.460
39.027,-105.515,39.01,-105.5,2017,39.027:-105.515,39.010:-105.500
39.087,-105.114,39.09,-105.1,2017,39.087:-105.114,39.090:-105.100
39.658,-105.222,39.65,-105.22,2017,39.658:-105.222,39.650:-105.220
40.336,-105.523,40.33,-105.54,2017,40.336:-105.523,40.330:-105.540
40.089,-105.241,40.09,-105.26,2017,40.089:-105.241,40.090:-105.260
