195,236290-99999	-207.03875968992247,-239.032,31.440298507462686,0.0,0.0,-201.434554973822,-233.03804347826087,28.71502590673575,0.0,0.0,-132.415,-180.54358974358973,30.48780487804878,0.0,0.0,-56.615894039735096,-110.74149659863946,31.354430379746834,0.0,0.0,62.1,2.780821917808219,33.935483870967744,0.0,0.0,125.20967741935483,62.69491525423729,38.5234375,0.0,0.0,168.0546875,105.4959349593496,31.323529411764707,0.0,0.0,158.56,108.31724137931035,26.9625,0.0,0.0,66.31428571428572,31.897058823529413,34.09027777777778,0.0,0.0,-11.205128205128204,-35.36363636363637,37.25301204819277,0.0,0.4819277108433735,-146.3793103448276,-179.35714285714286,46.651685393258425,0.0,0.0,-188.375,-218.0752688172043,27.95876288659794,0.0,0.0
195,238270-99999	-142.375,-176.625,22.03846153846154,0.0,31.153846153846153,-152.0,-192.45454545454547,32.27272727272727,0.0,4.545454545454546,-59.333333333333336,-139.93333333333334,46.86666666666667,0.0,100.0,27.857142857142858,-19.0,31.0,0.0,0.0,33.285714285714285,-54.714285714285715,38.142857142857146,0.0,0.0,177.11764705882354,74.11764705882354,34.11764705882353,0.0,0.0,206.66666666666666,101.11111111111111,21.6,0.0,0.0,46.333333333333336,20.333333333333332,85.66666666666667,0.0,0.0,86.23076923076923,21.384615384615383,34.07692307692308,0.0,18.46153846153846,-33.333333333333336,-53.666666666666664,39.75,0.0,5.0,-65.25,-93.8125,21.9375,0.0,47.5,-173.85714285714286,-199.14285714285714,29.428571428571427,0.0,107.14285714285714
195,238490-99999	-203.32868525896416,-235.2289527720739,47.193359375,0.0,1.3671875,-216.1784188034188,-248.77327491785323,41.2563025210084,0.0,1.4180672268907564,-135.7578051087985,-180.28080229226362,48.925233644859816,0.0,1.1121495327102804,-28.834375,-86.22987288135593,47.40515463917526,0.0,3.814432989690722,50.444198895027625,-16.130237825594563,50.198689956331876,0.0,1.7467248908296944,134.83984375,63.30257801899593,51.69615384615385,0.0,1.5384615384615385,177.48129675810475,112.66497461928934,40.869249394673126,0.0,1.8038740920096852,142.1459034792368,95.66397228637413,42.007751937984494,0.0,3.9977851605758583,83.95770065075922,44.07480748074808,48.80505795574289,0.0,3.2139093782929398,-7.495217853347502,-39.62800875273523,58.37029288702929,0.0,1.3284518828451883,-148.59016393442624,-176.82569832402234,50.11336898395722,0.0,2.053475935828877,-199.0634595701126,-230.0740354535975,47.879396984924625,0.0,1.6381909547738693
195,239040-99999	None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,146.36458333333334,89.17708333333333,32.427083333333336,0.0,8.229166666666666,66.66666666666667,38.285714285714285,38.44047619047619,0.0,10.833333333333334,-30.365591397849464,-52.83870967741935,34.913978494623656,0.0,9.56989247311828,-64.04395604395604,-82.96703296703296,31.75824175824176,0.0,9.12087912087912,-122.80208333333333,-151.32291666666666,34.885416666666664,0.0,9.0625
195,239150-99999	-122.19444444444444,-132.69444444444446,77.75,0.0,0.0,-146.5,-156.5625,65.5625,0.0,0.0,-69.95,-110.25,91.6,0.0,0.0,23.0,-17.785714285714285,60.8125,0.0,0.0,38.92307692307692,-11.923076923076923,51.38461538461539,0.0,0.0,147.4,58.86666666666667,58.53333333333333,0.0,0.0,214.4,90.5,34.9,0.0,0.0,186.0,128.0,41.0,0.0,0.0,47.57142857142857,30.142857142857142,67.42857142857143,0.0,0.0,-37.8,-56.6,44.6,0.0,0.0,-96.8695652173913,-101.91304347826087,52.30434782608695,0.0,0.0,-158.07692307692307,-174.30769230769232,122.53846153846153,0.0,0.0
195,247180-99999	-334.69444444444446,-359.41726618705036,8.476510067114093,0.0,0.4697986577181208,-252.63953488372093,-279.96385542168673,15.761363636363637,0.0,0.0,-148.02027027027026,-200.59722222222223,19.406666666666666,0.0,0.0,-53.097744360902254,-138.32824427480915,21.278195488721803,0.0,5.639097744360902,40.46153846153846,-51.488188976377955,22.03030303030303,0.0,0.9090909090909091,147.9747899159664,43.91525423728814,20.176,0.0,0.0,169.17587939698493,83.10714285714286,16.926108374384235,0.0,14.58128078817734,142.75757575757575,70.93782383419689,17.063725490196077,0.0,0.0,51.11827956989247,9.142045454545455,16.984455958549223,0.0,9.585492227979275,-51.87978142076503,-63.755102040816325,18.767195767195766,0.0,4.603174603174603,-207.33125,-105.0,17.43558282208589,0.0,6.319018404907975,-300.1360946745562,-345.95575221238937,13.954285714285714,0.0,0.34285714285714286
195,248170-99999	-327.9556025369979,-357.4353448275862,13.517382413087935,0.0,0.0,-263.0655021834061,-295.39293598233996,13.669546436285097,0.0,0.0,-157.37328094302555,-215.4704724409449,20.47001934235977,0.0,0.0,-63.483333333333334,-147.89006342494716,24.07201646090535,0.0,0.0,29.657084188911703,-56.89352818371608,24.094758064516128,0.0,0.0,148.25503355704697,51.666666666666664,20.848812095032397,0.0,0.0,164.93048128342247,90.63783783783784,20.119298245614036,0.0,0.0,133.85553470919325,74.93005671077505,18.974311926605505,0.0,0.0,48.04144144144144,6.573529411764706,17.28673835125448,0.0,0.0,-53.513416815742396,-88.75768535262206,20.691099476439792,0.0,0.0,-192.35743801652893,-221.1858037578288,17.25153374233129,0.0,0.0,-315.22482014388487,-344.77064220183485,15.160142348754448,0.0,0.0
195,259170-99999	-159.7111111111111,-193.47407407407408,29.05925925925926,0.0,4.7407407407407405,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
195,289090-99999	-131.41459627329192,-140.12830957230142,59.108108108108105,0.0,1.2762762762762763,-146.09597523219813,-158.00992063492063,49.32935916542474,0.0,0.05961251862891207,-84.9423076923077,-101.50439367311073,50.21438645980254,0.0,0.0,48.94568245125348,-1.556686046511628,43.86303191489362,0.0,2.101063829787234,153.09169054441261,51.172821270310195,48.02097902097902,0.0,0.0,202.34316770186336,92.89516129032258,40.059790732436475,0.0,0.0,213.45793103448275,113.64872521246458,36.674698795180724,0.0,0.0,200.32703488372093,107.57847533632287,36.67563739376771,0.0,0.0,126.73023255813953,50.24960505529226,45.38988095238095,0.0,0.0,52.1851332398317,4.355907780979827,51.23243243243243,0.0,0.21621621621621623,-54.264350453172206,-57.820754716981135,47.154178674351584,0.0,0.01440922190201729,-105.00280898876404,-114.39863713798978,58.90735694822888,0.0,0.0
195,302290-99999	-259.17758620689654,-288.2695652173913,12.335581787521079,0.0,0.0,-269.2652027027027,-302.50347222222223,8.523102310231023,0.0,0.0,-160.45874587458746,-207.85521885521885,13.106796116504855,0.0,0.0,-22.198230088495574,-96.46236559139786,21.40587219343696,0.0,0.0,68.75993377483444,-23.614213197969544,25.43954248366013,0.0,0.0,161.9554794520548,66.92375886524823,20.75503355704698,0.0,0.0,177.9796954314721,117.94845360824742,15.103333333333333,0.0,0.0,146.31397459165154,97.07821229050279,14.791814946619217,0.0,0.0,66.46271510516253,26.268101761252446,15.941619585687382,0.0,1.6760828625235404,-6.211397058823529,-42.649253731343286,23.241818181818182,0.0,0.0,-156.49653979238755,-187.5968309859155,19.642248722316864,0.0,0.0,-235.015,-264.18043844856663,13.07224958949097,0.0,0.06568144499178982
195,303280-99999	-257.14804845222073,-282.00136612021856,12.375499334221038,0.0,8.721704394141145,-247.60575539568345,-274.59057437407955,7.388418079096045,0.0,11.92090395480226,-134.0948275862069,-181.78776529338327,12.221142162818955,0.0,9.319562575941676,-20.006393861892583,-87.09882964889466,20.085858585858585,0.0,17.94191919191919,62.285714285714285,-13.271186440677965,21.11294416243655,0.0,14.860406091370558,150.0228494623656,84.02348066298343,16.057818659658345,0.0,7.082785808147174,169.9366106080207,120.01721854304635,13.865900383141762,0.0,7.803320561941252,144.7290322580645,109.1907894736842,11.696969696969697,0.0,13.219696969696969,64.78552631578947,33.628686327077745,13.293888166449936,0.0,5.77373211963589,-10.645833333333334,-44.408432147562586,16.62099871959027,0.0,12.07426376440461,-148.98787061994608,-176.7826086956522,13.54581673306773,0.0,14.103585657370518,-235.79467680608366,-259.50064020486553,10.4125,0.0,11.8875
195,304050-99999	-230.28351836037575,-254.78622540250447,14.257118927973199,0.0,3.8023450586264658,-220.64223722275796,-251.4938775510204,11.725806451612904,0.0,3.6053130929791273,-114.41197497765863,-162.0507996237065,17.718804920913882,0.0,13.51493848857645,-7.105839416058394,-74.57422969187675,25.56272401433692,0.0,14.767025089605735,79.81562774363476,-15.44564240790656,28.166522864538397,0.0,8.930112165660052,154.4990234375,76.40159045725646,20.18653846153846,0.0,4.548076923076923,177.62783505154638,118.32183908045977,15.721377912867274,0.0,7.527862208713272,146.5721544715447,102.62368972746332,15.904095904095904,0.0,10.3996003996004,75.8716148445336,33.41991786447639,18.058415841584157,0.0,7.574257425742574,-2.7142857142857144,-40.65705458290422,20.728897715988083,0.0,17.140019860973187,-134.90878754171302,-168.19010123734535,20.176470588235293,0.0,10.893246187363834,-201.7434210526316,-228.36398467432952,14.675977653631286,0.0,11.303538175046555
195,304380-99999	-213.23809523809524,-259.3,20.97872340425532,0.0,0.0,-213.8918918918919,-252.69014084507043,19.61842105263158,0.0,0.0,-133.82236842105263,-179.35761589403972,24.227272727272727,0.0,0.0,-36.449367088607595,-102.48387096774194,28.25925925925926,0.0,0.0,18.542168674698797,-38.39506172839506,26.672514619883042,0.0,0.0,82.23489932885906,18.65714285714286,25.02547770700637,0.0,0.0,101.8639455782313,69.98581560283688,22.37748344370861,0.0,0.0,136.07692307692307,93.99425287356321,23.925925925925927,0.0,0.0,76.73856209150327,10.866666666666667,28.204968944099377,0.0,0.0,12.833333333333334,-56.52980132450331,30.422360248447205,0.0,0.0,-75.07954545454545,-135.52631578947367,30.40566037735849,0.0,0.0,-112.16176470588235,-175.66666666666666,27.12857142857143,0.0,0.0
