197,724955-99999,10,-138.0,-166.0,-155.0,\N,\N,\N,257.0,0.0,28.599892876272094,\N,\N,0.0,\N,\N,0.0
197,724955-99999,11,-11.0,-116.0,-59.42857142857143,\N,\N,\N,257.0,0.0,28.970555555555556,\N,\N,0.0,\N,\N,0.0
197,724955-99999,12,400.0,-171.0,21.0,-116.0,-116.0,-116.0,411.0,0.0,27.743805748265608,\N,\N,0.0,10,10,0.004955401387512388
197,724955-99999,1,72.0,-150.0,-96.83333333333333,-155.0,-155.0,-155.0,154.0,0.0,29.744,\N,\N,0.0,5,0,0.002105263157894737
197,724955-99999,2,-33.0,-138.0,-61.75,\N,\N,\N,257.0,0.0,30.64431082331175,\N,\N,0.0,5,5,0.002312673450508788
197,724955-99999,3,-155.0,-171.0,-163.0,\N,\N,\N,128.0,0.0,35.442699490662136,\N,\N,0.0,\N,\N,0.0
197,724955-99999,4,50.0,-138.0,-57.5,-38.0,-38.0,-38.0,128.0,0.0,33.621580547112465,\N,\N,0.0,10,10,0.005065856129685917
197,724955-99999,5,-33.0,-177.0,-123.33333333333333,\N,\N,\N,118.0,0.0,38.21485836451096,\N,\N,0.0,0,0,0.0
197,724955-99999,6,-66.0,-133.0,-106.25,-149.0,-149.0,-149.0,128.0,0.0,44.28312259483233,\N,\N,0.0,230,230,0.12644310060472788
197,724955-99999,7,-38.0,-121.0,-67.33333333333333,-171.0,-171.0,-171.0,102.0,0.0,45.774227902023426,\N,\N,0.0,\N,\N,0.0
197,724955-99999,8,378.0,-232.0,-3.25,\N,\N,\N,180.0,0.0,44.86380900705372,\N,\N,0.0,0,0,0.0
197,724955-99999,9,-11.0,-216.0,-141.0,\N,\N,\N,231.0,0.0,40.192837465564736,\N,\N,0.0,0,0,0.0
198,724955-99999,10,222.0,-121.0,111.25,144.0,111.0,125.66666666666667,113.0,0.0,31.834094903339192,\N,\N,0.0,0,0,0.0
198,724955-99999,11,172.0,-227.0,5.166666666666667,144.0,-227.0,-52.125,257.0,0.0,30.08051166290444,\N,\N,0.0,0,0,0.0
198,724955-99999,1,139.0,-10.0,73.75,117.0,-21.0,65.33333333333333,232.0,0.0,33.853344412131285,\N,\N,0.0,0,0,0.0
198,724955-99999,12,439.0,-160.0,110.0,100.0,11.0,55.5,190.0,0.0,36.95214584124573,\N,\N,0.0,0,0,0.0
198,724955-99999,2,122.0,-121.0,0.5,61.0,61.0,61.0,113.0,0.0,29.89608636977058,\N,\N,0.0,0,0,0.0
198,724955-99999,3,144.0,-10.0,86.25,117.0,56.0,80.0,129.0,0.0,35.93203093203093,\N,\N,0.0,0,0,0.0
198,724955-99999,4,200.0,-60.0,107.66666666666667,128.0,-143.0,37.666666666666664,113.0,0.0,39.20843776106934,\N,\N,0.0,0,0,0.0
198,724955-99999,5,161.0,-66.0,47.5,89.0,89.0,89.0,144.0,0.0,46.54305166199439,\N,\N,0.0,0,0,0.0
198,724955-99999,6,339.0,-38.0,195.28571428571428,139.0,-132.0,56.8,232.0,0.0,53.906639004149376,\N,\N,0.0,0,0,0.0
198,724955-99999,7,233.0,44.0,155.25,161.0,139.0,152.0,129.0,0.0,51.35007668711656,\N,\N,0.0,0,0,0.0
198,724955-99999,8,\N,\N,\N,\N,\N,\N,129.0,0.0,48.0252427184466,\N,\N,0.0,0,0,0.0
198,724955-99999,9,244.0,133.0,199.8,150.0,122.0,138.75,139.0,0.0,37.79182156133829,\N,\N,0.0,0,0,0.0
199,724955-99999,10,330.0,-39.0,149.72398843930637,150.0,-110.0,75.21361332367849,257.0,0.0,32.4208312716477,71,-1,0.06432459178624443,173,-1,0.09599208312716477
199,724955-99999,11,260.0,-173.0,112.6313202247191,140.0,-88.0,83.22714486638537,128.0,0.0,28.674671385237612,51,-1,0.32027300303336703,140,-1,0.44590495449949447
199,724955-99999,12,250.0,-128.0,69.83241758241758,130.0,-134.0,26.015807560137457,231.0,0.0,32.52883675464321,38,-1,0.07624633431085044,107,-1,0.12854349951124144
199,724955-99999,1,322.0,-66.0,69.83240223463687,130.0,-150.0,47.28330995792427,174.0,0.0,38.11292875989446,48,-1,0.15620052770448548,114,-1,0.17598944591029023
199,724955-99999,2,180.0,-105.0,83.60482654600301,130.0,-20.0,53.77878787878788,144.0,0.0,33.384308131241085,91,-1,0.4716119828815977,191,-1,0.37717546362339516
199,724955-99999,3,180.0,-95.0,91.42895805142084,150.0,-155.0,57.68113975576662,365.0,0.0,37.44952380952381,28,-1,0.1385034013605442,61,-1,0.14231292517006802
199,724955-99999,4,280.0,-150.0,119.99859943977592,150.0,-173.0,60.292717086834735,138.0,0.0,43.83530382183118,48,-1,0.14132526807808635,188,-1,0.14654935386307397
199,724955-99999,5,250.0,-62.0,130.6786090621707,160.0,-178.0,85.5295358649789,236.0,0.0,48.90835237369891,36,-1,0.08809342472708809,104,-1,0.1431835491241432
199,724955-99999,6,340.0,-123.0,160.5747696669029,170.0,10.0,110.9070262597587,232.0,0.0,51.872512725590006,13,-1,0.0018509949097639982,13,-1,0.0016196205460434984
199,724955-99999,7,360.0,-139.0,173.18805159538357,190.0,-178.0,120.8388851121686,128.0,0.0,52.95823331733077,\N,\N,0.0,0,0,0.0
199,724955-99999,8,380.0,80.0,183.5259831460674,190.0,40.0,130.9431179775281,231.0,0.0,47.699729928799414,3,3,7.365578197888534E-4,3,0,7.365578197888534E-4
199,724955-99999,9,360.0,-123.0,172.05391804457224,180.0,-178.0,118.13021582733813,334.0,0.0,40.319616258520576,5,-1,0.005049229992426155,8,-1,0.007321383489017925
200,724955-93227,10,356.0,6.0,146.20305529268623,172.0,-139.0,79.31445180478572,139.0,0.0,27.51418201371152,147,-1,0.3024600080656002,470,-1,0.3474929425998118
200,724955-93227,11,283.0,-50.0,109.1308696860239,156.0,-117.0,63.53897457273864,170.0,0.0,23.608055555555556,107,-1,0.5209722222222222,267,-1,0.5781944444444445
