200,724955-93227,12,189.0,-67.0,82.61999730494543,150.0,-167.0,50.1578167115903,144.0,0.0,29.468190988567585,117,-1,1.4414256893073303,396,-1,1.5447209145931406
200,724955-93227,1,261.0,-56.0,79.9614552339735,139.0,-189.0,47.515147416824455,139.0,0.0,29.355186833940376,89,-1,0.9776069067853771,279,-1,1.0145690004046946
200,724955-93227,2,244.0,-33.0,95.9440901675812,150.0,-106.0,58.704896142433235,155.0,0.0,29.082927549063008,119,-1,1.3640253799616349,302,-1,1.4755791648221928
200,724955-93227,3,294.0,-22.0,112.25962833288446,167.0,-94.0,67.63102612442769,175.0,0.0,31.590389016018307,112,-1,0.5689864046305021,203,-1,0.60506124646655
200,724955-93227,4,328.0,-22.0,122.1891891891892,172.0,-56.0,70.99902479799387,149.0,0.0,36.89245965498052,53,-1,0.28227601558152476,130,-1,0.2897885364496383
200,724955-93227,5,372.0,17.0,153.55066792605587,190.0,-61.0,94.80094466936572,139.0,0.0,39.75854183481302,79,-1,0.2144202313693839,97,-1,0.2237019101425881
200,724955-93227,6,430.0,39.0,176.36943475226798,180.0,-111.0,106.4221694820606,154.0,0.0,44.17575083426029,15,-1,0.027947719688542826,33,-1,0.03156284760845384
200,724955-93227,7,400.0,61.0,180.88921912996489,194.0,-11.0,123.74733144169707,130.0,0.0,44.575716785570066,3,-1,-5.384304751648943E-4,3,-1,0.0010768609503297886
200,724955-93227,8,367.0,67.0,179.9430806582142,172.0,0.0,121.7461559212301,124.0,0.0,40.545785569790965,15,-1,0.002832097100472016,76,-1,0.011598111935266352
200,724955-93227,9,383.0,39.0,175.1543287327478,172.0,-122.0,104.84148891677123,124.0,0.0,32.6209195721628,51,-1,0.016252257257952492,76,-1,0.023753299069315184
201,724955-93227,10,367.0,11.0,156.81460843373495,178.0,-128.0,90.4758963543236,170.0,0.0,24.76878267363704,71,-1,0.3090365944734877,140,-1,0.34428678117998507
201,724955-93227,11,289.0,-39.0,114.94181200802593,167.0,-161.0,62.49652724185831,210.0,0.0,23.067746913580248,323,-1,0.6134259259259259,351,-1,0.5864197530864198
201,724955-93227,1,222.0,-67.0,87.84438741050926,150.0,-139.0,50.82754426273821,134.0,0.0,26.54914385870298,142,-1,1.2997168666576784,353,-1,1.405959282728866
201,724955-93227,12,244.0,-72.0,85.99297878697341,156.0,-150.0,39.97609799820735,154.0,0.0,25.7169106662683,193,-1,1.0757394681804602,417,-1,1.1891245891843443
201,724955-93227,2,400.0,-50.0,100.38680926916221,156.0,-122.0,54.76690391459075,154.0,0.0,27.808601832692876,91,-1,1.195832101684895,274,-1,1.2772686964232929
201,724955-93227,3,278.0,-11.0,115.85346454569965,172.0,-106.0,72.22327086423083,144.0,0.0,29.59779540260788,97,-1,1.1606398709503967,292,-1,1.2956042478827798
201,724955-93227,4,306.0,-11.0,132.1622418879056,189.0,-72.0,81.14636887203258,129.0,0.0,34.302083333333336,76,-1,0.5434722222222222,274,-1,0.6144444444444445
201,724955-93227,5,339.0,0.0,148.92140445644836,189.0,-100.0,91.60270087778528,139.0,0.0,40.76418392040871,61,-1,0.10674912610916913,180,-1,0.12973917719817155
201,724955-93227,6,389.0,50.0,177.15271966527197,178.0,-94.0,112.22705718270572,144.0,0.0,42.95934280144807,46,-1,0.06516290726817042,160,-1,0.09133945976051239
201,724955-93227,7,367.0,28.0,179.6164199192463,178.0,50.0,124.83363309352518,134.0,0.0,43.78838112305854,3,-1,-0.002090800477897252,254,-1,0.03479689366786141
201,724955-93227,8,394.0,78.0,177.0386864597391,178.0,33.0,126.69095816464238,113.0,0.0,40.86601941747573,8,-1,-0.0017923823749066467,15,-1,0.0017923823749066467
201,724955-93227,9,411.0,50.0,178.567738942159,189.0,-61.0,113.73452970297029,124.0,0.0,32.14062982401976,157,-1,0.04337758567459092,185,-1,0.049089225069465885
