lkey,areasymbol,areaname,mlraoffice,areaacres,longitude,latitude,ph1to1h2o,cec7,awc,om,claytotal,silttotal,sandtotal,slope,tfact,elev,cos_sim,cos_sim_normed
12850,MS123,"Scott County, Mississippi","Auburn, AL",390500,-89.55296326,-28.55023003,5.308617035,22.41547981,0.16266623,0.39268749399999997,33.02189788,37.99485759,28.97515999,4.026917031,4.8095604860000005,94.44128869,0.9030936726850222,-0.4291495469901634
15809,IL093,"Kendall County, Illinois","Indianapolis, IN",206215,-88.42785645,-23.39749718,7.054310567999999,20.66630414,0.151201105,1.699212907,27.63627783,51.02828975,21.33543241,2.2705785780000003,4.709843903,224.1928662,0.9865248911114874,-0.42933017322468503
10978,NC013,"Beaufort County, North Carolina","Raleigh, NC",612980,-76.83138275,-20.62563324,4.887876037,13.01021726,0.143486453,3.9761689189999996,23.60685857,21.20013046,54.41499818,1.2504352140000001,4.049034788,12.02976584,0.3070839713270084,-0.42942445216466485
10615,KS179,"Sheridan County, Kansas","Denver, CO",573588,-100.4417038,-30.51485634,8.087942729,16.6336451,0.187829997,0.763195926,22.25718147,56.19399881,21.54881972,3.9138374239999996,4.956945086,889.6411641000001,0.9940008936034952,-0.43005342409705016
12826,MS061,"Jasper County, Mississippi","Auburn, AL",433900,-89.11659241,-28.55411148,5.137353688999999,16.81633486,0.144579985,0.372915879,28.04393481,27.72113953,44.20200762,8.628361479,4.837843822,93.0735247,0.9010047147091025,-0.4300542637832032
13276,TX179,"Gray County, Texas","Temple, TX",595289,-100.8122559,-32.67870331,7.99678432,16.13288043,0.133378066,0.601806803,26.815624300000003,27.40277491,45.57143498,5.494445621000001,4.446933969,929.6041777999999,0.993519752055395,-0.43006591099414093
10924,GA602,"Atkinson, Bacon, and Coffee Counties, Georgia","Raleigh, NC",789000,-82.68916321,-25.52180672,5.016510202,4.598766134,0.102512394,1.96181946,16.86513969,13.49869575,68.40101879,1.9171670619999999,4.814412084,65.62421841,0.744189958546493,-0.4305993763251217
12751,TN077,"Henderson County, Tennessee","Auburn, AL",336500,-88.39439392,-26.38143349,5.027389143,11.28447677,0.157503177,0.49416359200000004,21.78656095,38.56539044,39.59071222,9.631333982000001,4.850225796,145.86060419999998,0.9676953898817227,-0.43112179383168736
12817,MS031,"Covington County, Mississippi","Auburn, AL",266600,-89.57739258,-28.98272324,4.863717001,4.091597959,0.147123989,0.42239964399999996,22.51925019,33.11664645,44.36410326,6.615190457000001,4.6971835230000005,92.19235376,0.902878856018948,-0.4311980125386101
11010,NC085,"Harnett County, North Carolina","Raleigh, NC",384966,-78.8764801,-21.66907501,4.961936265,5.68116619,0.11637147800000001,0.5115600920000001,22.98634012,17.56188113,59.45177855,5.0592059119999995,4.8952258969999995,88.29879151,0.8612199420594815,-0.4314503138630208
12720,GA617,"Candler, Evans, and Tattnall Counties, Georgia","Auburn, AL",590600,-81.98652649,-24.96805573,5.126737495,3.176288985,0.10517096,0.552940807,18.40778863,9.703334242999999,71.88887609999999,2.443387176,4.923807548,72.12746019,0.7580465947426813,-0.43148958998668774
17843,FL109,"St. Johns County, Florida","Auburn, AL",430400,-81.44212341,-25.78980827,5.735904033,6.076141679,0.10940115800000001,4.038987176,7.593108908,5.248247893,87.05204414,1.134984734,4.785894182,16.09400886,0.2659181529622715,-0.43154759786659436
11018,NC107,"Lenoir County, North Carolina","Raleigh, NC",257549,-77.61254883,-21.19156075,4.850768059,6.2725362360000005,0.11864615699999999,1.280236147,16.974930999999998,16.37036617,66.60193444,1.814222843,4.500634729,43.83140439,0.6137805865870424,-0.43171867243298756
12913,ND047,"Logan County, North Dakota","St. Paul, MN",649300,-99.47685242,-26.37709808,7.766360699,17.49852924,0.144253133,1.12540721,23.81097271,32.23924624,43.94978104,6.941531656,4.246659079,615.2893932,0.9960386661252877,-0.43186813254272494
13278,TX185,"Grimes County, Texas","Temple, TX",512192,-95.9967041,-32.78820801,6.346196961,21.39005792,0.13507343900000002,0.97372181,34.3720945,26.041136399999996,39.22267671,3.014979208,4.461751553,99.9237238,0.9108971942191972,-0.43189349202172234
10270,AZ659,"Pinal County, Arizona, Western Part","Phoenix, AZ",937020,-111.73178859999999,-39.37928009,8.228723579,13.94785271,0.129364391,0.33858811299999997,21.85303742,28.01549176,49.91753199,3.496121773,4.269145957,481.19487589999994,0.9957441759142986,-0.4319962221129092
12722,GA631,"Crisp and Turner Counties, Georgia","Auburn, AL",364900,-83.70654297,-25.94332695,5.199241808,3.207094258,0.117658945,0.330907563,22.88605334,10.36530459,66.74864133,3.0996470439999997,4.764038779,76.44449026,0.7943656814178139,-0.4320830618738096
13922,SD079,"Lake County, South Dakota","St. Paul, MN",368192,-97.12949371,-26.52027893,7.561632904,20.96906614,0.177691988,1.3650177819999998,30.3056494,50.2509793,19.44337101,3.327260789,4.907460191,464.71437460000004,0.9965048906505208,-0.43220172484747366
18145,FL063,"Jackson County, Florida","Auburn, AL",610800,-85.22930145,-27.14698029,5.13909712,3.139773988,0.11083212099999999,0.91890822,20.30767017,9.440850386000001,70.21530742,3.200606395,4.910091383999999,63.07843364,0.720373106474109,-0.43229301052625924
13118,OK053,"Grant County, Oklahoma","Temple, TX",642739,-97.78684235,-30.43445778,7.463338985,22.04240256,0.16247308800000002,0.923986745,30.40937249,45.64255745,23.94807019,2.051690879,4.567649881,363.9000807,0.9962376054430393,-0.4324924041052065
10961,MD035,"Queen Anne's County, Maryland","Raleigh, NC",256700,-76.08721924,-18.47028923,5.08405004,5.786811458,0.139683185,1.358602698,12.27607822,30.30728833,56.20485131,2.13336422,4.167403355,9.953034265,0.2741213015110171,-0.43360743751900666
13225,TX069,"Castro County, Texas","Temple, TX",575565,-102.26187900000001,-33.84258270000001,8.044274183999999,22.794376,0.154001677,0.8499806209999999,37.94936524,33.81990462,28.22016037,0.873402315,4.82863301,1151.311395,0.9923595152991298,-0.4337629244676433
10687,NE033,"Cheyenne, Nebraska","Denver, CO",765498,-102.9959946,-30.80377769,7.724629864,13.70602917,0.164273695,0.999851921,16.87487705,38.12612385,44.87635956,4.402177522,4.105115227,1240.047574,0.9921439772577,-0.4341722194363875
11531,OH033,"Crawford County, Ohio","Indianapolis, IN",257754,-82.91850281,-21.01071358,6.96564964,16.79281637,0.131279077,1.024635035,30.62653419,47.88721311,21.47413924,2.349133016,4.824275822,283.708365,0.9936935242429099,-0.43444266448487046
17094,IL045,"Edgar County, Illinois","Indianapolis, IN",398910,-87.75022888,-24.02753448,6.712200478,20.18139814,0.156448383,1.261132605,26.89809984,52.71462806,20.3872721,3.074172341,4.831308162,213.2489586,0.9841205357161286,-0.43493631407029154
15056,TX005,"Angelina County, Texas","Temple, TX",553619,-94.56740570000001,-31.55158043,5.235122112,13.30158001,0.13948498199999998,0.669060467,28.90137468,31.90712905,39.18856241,3.287237868,4.2339198410000005,94.04130129999999,0.908998879774026,-0.43493855987537344
13347,TX345,"Motley County, Texas","Temple, TX",633446,-100.7797699,-33.34203339,7.753906988,12.65088506,0.122746836,0.42353320200000005,20.67081164,24.30537937,55.02380892,5.147391775,4.335894259,657.8695213,0.9945817088377328,-0.4355770313013858
13223,TX065,"Carson County, Texas","Temple, TX",591072,-101.35448459999999,-32.9521637,8.130414924,20.62780723,0.155252636,0.7737514090000001,33.72618933,35.68251839,30.59129235,2.9036619999999997,4.719467502,1074.326172,0.9928926123659537,-0.43570234476361214
13274,TX177,"Gonzales County, Texas","Temple, TX",684365,-97.49467468,-34.0100174,6.86310924,22.99044452,0.136892238,0.816941495,33.34745164,27.28027719,38.97260249,2.511752555,4.432780274,127.9754325,0.9473619526474468,-0.43573125657756795
11490,IN141,"St. Joseph County, Indiana","Amherst, MA",295424,-86.29307556,-22.31328583,6.609816357000001,14.60738927,0.11912744199999999,4.376506375,11.84610117,21.16789854,65.26738735,2.039469898,4.154385126,253.24773169999997,0.9813252614728345,-0.43585906142648234
12716,GA608,"Ben Hill and Irwin Counties, Georgia","Auburn, AL",394600,-83.24838257,-25.76189995,5.060137045,3.3496503730000002,0.11113127800000001,0.511718707,20.92634624,11.05429644,68.01935651,2.724302233,4.863236518,74.16948759,0.7817788274224593,-0.43596986389112224
10691,NE049,"Deuel County, Nebraska","Denver, CO",282093,-102.3364487,-30.52479362,7.461392566000001,11.33735435,0.134034556,0.760135287,13.45201627,25.03539194,61.52335749,3.669392264,4.127678088,1153.020806,0.9918717119145716,-0.4361422369421746
13323,TX293,"Limestone County, Texas","Temple, TX",597088,-96.58418274,-32.50787354,6.996183278999999,25.94294042,0.139886178,0.7428528879999999,36.39139123,26.44372703,37.15683201,2.650158954,4.839264376,154.33865369999998,0.9642215954423481,-0.43621187183452426
10655,CO099,"Prowers County, Colorado","Denver, CO",1052200,-102.3947906,-32.1990242,8.076999925,16.67087959,0.163411484,0.444525984,22.55141271,48.11353346,29.26505137,2.944345287,4.608677443,1272.674498,0.9921439944473415,-0.4362594835036644
10733,NE137,"Phelps County, Nebraska","Denver, CO",346298,-99.41194153,-29.41438103,7.643333941,16.10406847,0.19476799,0.7084318829999999,20.65112958,58.81344609,20.535424300000003,3.142580516,4.874836962,639.1316477999999,0.9953405866111474,-0.43626587974928044
12708,GA165,"Jenkins County, Georgia","Auburn, AL",225700,-81.95785522,-24.5804615,5.191009106,4.540374899,0.11828898800000001,0.47454072700000005,25.42723054,14.14428747,60.42848118,2.86242024,4.692252561,60.81012152,0.7474206204216052,-0.43692054722197904
16896,NC051,"Cumberland County, North Carolina","Raleigh, NC",421414,-78.80384064,-21.82993889,4.911858865,5.81013854,0.11425761599999999,1.299853388,17.17251157,15.87328957,66.95419856,3.379219078,4.77988801,46.48516412,0.6336088885947716,-0.43769577890610156
19576,LA127,"Winn Parish, Louisiana","Temple, TX",612200,-92.6439743,-30.30155373,4.955748764,15.97866367,0.162866852,0.614886614,30.33004155,41.09212796,28.56637565,5.022695655,4.839190323,78.35649857,0.8692213947291715,-0.43770563241630356
19899,TX195,"Hansford County, Texas","Temple, TX",589280,-101.354538,-32.514923100000004,8.175527415,20.21286053,0.148411149,0.590082702,31.64444298,34.68829019,33.66726695,2.7086440210000005,4.586544158,1018.5282369999999,0.9931494903881207,-0.43812526350056724
10980,NC017,"Bladen County, North Carolina","Raleigh, NC",568205,-78.53925323,-21.90452766,4.815404159,10.45095934,0.129877613,3.421793103,15.59018203,15.0347134,69.06797696,1.9253514230000002,4.3839551430000006,36.76051851,0.5419230599281994,-0.4384640488499987
10690,NE047,"Dawson County, Nebraska","Denver, CO",652493,-99.8205719,-29.37263298,7.649630884,14.944937900000001,0.187078804,0.8286660659999999,18.89267619,51.3974063,29.70991724,7.068451435,4.8054270610000005,698.3595451,0.9956207457104194,-0.4387196982433472
13991,NE167,"Stanton County, Nebraska","St. Paul, MN",275853,-97.19395447,-27.63823128,7.466225043,16.7692152,0.182066132,0.850020564,21.72266252,52.68858829999999,25.59904734,6.555756896,4.911115884,475.43943550000006,0.9970503173054475,-0.4389025412719936
13352,TX357,"Ochiltree County, Texas","Temple, TX",588090,-100.8159256,-32.24521637,8.017900709,20.76408324,0.148763976,0.612316795,32.04613167,36.31253478,31.4104539,2.4605510059999998,4.610771632,1067.797197,0.9929103804353716,-0.4389182657356694
11323,IL041,"Douglas County, Illinois","Indianapolis, IN",266970,-88.20507813,-24.14265442,6.88321311,20.78006448,0.154265613,1.521772818,28.54057688,54.28803658,17.17138687,1.122121398,4.913098419,220.31274080000003,0.9835270398753014,-0.43893878598720804
15058,TX073,"Cherokee County, Texas","Temple, TX",679559,-95.16410828,-31.72105789,5.33135331,11.88250332,0.130200469,0.5912268860000001,26.81598484,21.19246188,51.99155361,6.794779022999999,4.645436827,129.1294304,0.9442414213682322,-0.438991629143507
13251,TX125,"Dickens County, Texas","Temple, TX",580186,-100.78096009999999,-33.56130981,7.742337803,15.42922622,0.12380817,0.45174624700000005,24.01540012,27.01281083,48.92951388,5.495266702,4.381633808,735.3459217999999,0.9946157869974572,-0.43907684018782955
15366,GA087,"Decatur County, Georgia","Auburn, AL",399100,-84.62341309,-26.84288788,5.123991729,2.511860224,0.11461883699999999,0.338829458,21.46477189,11.6985246,66.836703,3.37930508,4.898858046,71.12825781,0.7736726963352937,-0.43930765915370884
13051,NE013,"Box Butte County, Nebraska","Denver, CO",689574,-103.0712128,-30.34837151,7.621978325,10.44970746,0.132485976,0.773378085,13.71471508,24.88283851,60.26033474,4.953417653,4.340489036,1210.566593,0.9917141838769455,-0.4394181281005327
12760,AL011,"Bullock County, Alabama","Auburn, AL",401060,-85.70469666,-26.76491547,5.13837217,11.25780509,0.13272882,0.613437998,32.95009017,24.53238654,42.94014583,6.485319336,4.987518505,87.92919453,0.8910450628477361,-0.4396668309582117
11027,NC133,"Onslow County, North Carolina","Raleigh, NC",524934,-77.39122009,-21.32808876,5.04501158,6.475182085,0.11681876,2.518134961,14.37510289,14.50993492,71.11496243,1.997484256,4.596566693,22.31001788,0.38708832920636715,-0.4406663447339274
11385,IL139,"Moultrie County, Illinois","Indianapolis, IN",220255,-88.6415863,-24.51160049,6.819466715,20.08324327,0.152365744,1.355841916,27.70661226,54.32796366,17.96542445,2.1419745580000003,4.980970068,222.35030600000002,0.9845625738502594,-0.44071446177650664
12705,GA033,"Burke County, Georgia","Auburn, AL",533900,-81.92897797,-24.36900139,5.263753599999999,3.212926997,0.11484561800000001,0.417703259,23.08382343,11.13916224,65.77701361,3.6102840960000004,4.910308636,73.83910516,0.7881449603920341,-0.4420344095471729
12731,GA650,"Pulaski and Wilcox Counties, Georgia","Auburn, AL",405300,-83.39638519,-25.66569519,5.193039752,4.101616482,0.114848215,0.39910918,22.84112341,12.57742794,64.58144793,3.0426785130000003,4.803163238,77.58166626,0.8078115640884898,-0.44232559966077245
12779,AL061,"Geneva County, Alabama","Auburn, AL",370340,-85.83940125,-27.24620056,5.079545271000001,2.6993341180000003,0.113847555,0.46530024200000003,21.72593123,16.73944093,61.53462845,3.388939389,4.851929495,76.74539405,0.8174815725358777,-0.44238860548516046
11485,IN131,"Pulaski County, Indiana","Amherst, MA",278106,-86.69903564,-22.77865601,6.671089619,10.37438146,0.102393612,2.538273996,9.715042817,16.4799449,72.99163804,1.5848439630000002,4.557449784,251.4360248,0.97495953856767,-0.4427955722799135
11078,SC027,"Clarendon County, South Carolina","Raleigh, NC",445800,-80.20812225,-23.22271919,4.737898995,2.298285075,0.114484184,0.518503662,22.75850791,15.33003299,61.8812311,1.531503268,4.798572549,34.53554192,0.5490386480201989,-0.44286106193955854
12441,NY117,"Wayne County, New York","Amherst, MA",392200,-77.03919983,-16.84492874,6.7948683679999995,8.529134742,0.133745473,4.50518924,15.52524242,37.55938869,46.85538148,5.850196932999999,4.28361555,186.10537630000002,0.9792154541570303,-0.4429796905264829
11439,IN023,"Clinton County, Indiana","Indianapolis, IN",259270,-86.46903992,-23.03272629,7.058477382,15.33859212,0.135224,1.248331215,22.26816597,47.50704454,30.08049672,1.568415364,4.1866446580000005,237.79756400000002,0.9902637657259604,-0.44331798649354104
11641,MI125,"Oakland County, Michigan","Indianapolis, IN",580723,-83.38643646,-20.326126100000003,6.96175979,19.82224409,0.138297905,7.421126716,16.93393264,24.27306232,58.7924905,4.883375133,4.411234485,249.6874872,0.9851294849091738,-0.4434561146650464
19566,LA073,"Ouachita Parish, Louisiana","Temple, TX",404600,-92.15927124,-29.82047653,5.610693314,18.39578322,0.16290221300000002,0.6827170840000001,33.50967456,42.22605901,24.26426653,3.497493505,4.818094765,52.83209552,0.7489590398819584,-0.4436199947175401
12897,ND013,"Burke County, North Dakota","St. Paul, MN",722700,-102.48043059999999,-26.73723602,7.773908282000001,20.50251756,0.154914861,1.4106709240000002,28.70097081,35.95342955,35.34559960000001,5.280695438,4.41232748,635.9691777,0.9960032011222437,-0.44421626430865135
13233,TX087,"Collingsworth County, Texas","Temple, TX",588691,-100.2707062,-32.62670898,7.7454254570000005,14.04296877,0.136936798,0.595822755,21.311530100000002,27.52375769,51.24374457,4.828401307,4.090624065,588.5642188999999,0.9953503371389549,-0.44467175399260683
12363,OH085,"Lake County, Ohio","Amherst, MA",148160,-81.2454071,-19.71619797,6.127344772000001,12.89622837,0.116038887,1.3181276640000001,21.98730833,41.76579753,36.0921864,5.553476876,4.4239754,393.4794083,0.9973506690563141,-0.44559739803340204
14119,CA659,"Tulare County, Western Part, California","Davis, CA",777060,-119.31298829999999,-41.63159561,7.8409881420000005,12.65988994,0.131841936,0.7158371590000001,19.8538732,28.754842100000005,51.36985191,1.110983124,4.027640763,102.5000301,0.9076131783572434,-0.4467741406985255
