SoilLat,SoilLon,SolarLat,SolarLon,Year,SoilRegionKey,SolarRegionKey,lkey
59.568999999999996,-135.408,59.57,-135.42,2017,59.569:-135.408,-135.408:59.570,28768
59.77,-156.921,59.77,-156.94,2017,59.770:-156.921,-156.921:59.770,49776
59.295,-151.686,59.29,-151.7,2017,59.295:-151.686,-151.686:59.290,10208
59.345,-135.834,59.33,-135.82,2017,59.345:-135.834,-135.834:59.330,10210
55.512,-132.196,55.53,-132.18,2017,55.512:-132.196,-132.196:55.530,10213
56.614,-132.829,56.61,-132.82,2017,56.614:-132.829,-132.829:56.610,10214
57.868,-134.519,57.85,-134.5,2017,57.868:-134.519,-134.519:57.850,10215
57.178000000000004,-170.25900000000001,57.17,-170.26,2017,57.178:-170.259,-170.259:57.170,10223
32.508,-86.666,32.49,-86.66,2017,32.508:-86.666,-86.666:32.490,12755
30.732,-87.72200000000001,30.73,-87.74,2017,30.732:-87.722,-87.722:30.730,12756
31.883000000000003,-85.398,31.89,-85.38,2017,31.883:-85.398,-85.398:31.890,12757
33.039,-87.149,33.05,-87.14,2017,33.039:-87.149,-87.149:33.050,12758
34.013000000000005,-86.633,34.01,-86.62,2017,34.013:-86.633,-86.633:34.010,12759
32.093,-85.705,32.09,-85.7,2017,32.093:-85.705,-85.705:32.090,12760
31.744,-86.67399999999999,31.73,-86.66,2017,31.744:-86.674,-86.674:31.730,12761
33.762,-85.838,33.77,-85.82,2017,33.762:-85.838,-85.838:33.770,14893
32.919000000000004,-85.35799999999999,32.93,-85.34,2017,32.919:-85.358,-85.358:32.930,11122
34.234,-85.62100000000001,34.25,-85.62,2017,34.234:-85.621,-85.621:34.250,14894
32.866,-86.695,32.85,-86.7,2017,32.866:-86.695,-86.695:32.850,12762
32.004,-88.20100000000001,32.01,-88.22,2017,32.004:-88.201,-88.201:32.010,12763
31.588,-87.84100000000001,31.57,-87.86,2017,31.588:-87.841,-87.841:31.570,12764
33.295,-85.90799999999999,33.29,-85.9,2017,33.295:-85.908,-85.908:33.290,11123
33.717,-85.596,33.73,-85.58,2017,33.717:-85.596,-85.596:33.730,11124
31.401,-85.993,31.41,-85.98,2017,31.401:-85.993,-85.993:31.410,12765
34.736,-87.77799999999999,34.73,-87.78,2017,34.736:-87.778,-87.778:34.730,12766
31.467,-87.045,31.45,-87.06,2017,31.467:-87.045,-87.045:31.450,12767
32.929,-86.26100000000001,32.93,-86.26,2017,32.929:-86.261,-86.261:32.930,11125
31.261,-86.445,31.25,-86.46,2017,31.261:-86.445,-86.445:31.250,12768
31.746,-86.324,31.73,-86.34,2017,31.746:-86.324,-86.324:31.730,12769
34.086,-86.801,34.09,-86.82,2017,34.086:-86.801,-86.801:34.090,12770
31.408,-85.603,31.41,-85.62,2017,31.408:-85.603,-85.603:31.410,12771
32.388000000000005,-87.14,32.37,-87.14,2017,32.388:-87.140,-87.140:32.370,12772
34.53,-85.816,34.53,-85.82,2017,34.530:-85.816,-85.816:34.530,12773
32.588,-86.133,32.57,-86.14,2017,32.588:-86.133,-86.133:32.570,12774
31.128,-87.152,31.13,-87.14,2017,31.128:-87.152,-87.152:31.130,12775
34.021,-86.055,34.01,-86.06,2017,34.021:-86.055,-86.055:34.010,12776
33.72,-87.68799999999999,33.73,-87.7,2017,33.720:-87.688,-87.688:33.730,12777
34.443000000000005,-87.852,34.45,-87.86,2017,34.443:-87.852,-87.852:34.450,12778
31.096,-85.839,31.09,-85.82,2017,31.096:-85.839,-85.839:31.090,12779
32.836,-87.95700000000001,32.85,-87.94,2017,32.836:-87.957,-87.957:32.850,12780
32.744,-87.646,32.73,-87.66,2017,32.744:-87.646,-87.646:32.730,12781
31.541,-85.23,31.53,-85.22,2017,31.541:-85.230,-85.230:31.530,12782
31.156,-85.35600000000001,31.17,-85.34,2017,31.156:-85.356,-85.356:31.170,12886
34.728,-85.971,34.73,-85.98,2017,34.728:-85.971,-85.971:34.730,14895
33.545,-86.929,33.53,-86.94,2017,33.545:-86.929,-86.929:33.530,12784
33.792,-88.11,33.81,-88.1,2017,33.792:-88.110,-88.110:33.810,12785
34.87,-87.70700000000001,34.85,-87.7,2017,34.870:-87.707,-87.707:34.850,14896
34.552,-87.318,34.57,-87.3,2017,34.552:-87.318,-87.318:34.570,12786
32.578,-85.34899999999999,32.57,-85.34,2017,32.578:-85.349,-85.349:32.570,12787
34.775,-87.03200000000001,34.77,-87.02,2017,34.775:-87.032,-87.032:34.770,14897
32.184,-86.652,32.17,-86.66,2017,32.184:-86.652,-86.652:32.170,12788
32.414,-85.729,32.41,-85.74,2017,32.414:-85.729,-85.729:32.410,12789
34.734,-86.523,34.73,-86.54,2017,34.734:-86.523,-86.523:34.730,14898
32.269,-87.795,32.25,-87.78,2017,32.269:-87.795,-87.795:32.250,12790
34.118,-87.921,34.13,-87.94,2017,34.118:-87.921,-87.921:34.130,12791
34.35,-86.32,34.37,-86.3,2017,34.350:-86.320,-86.320:34.370,12792
30.658,-88.178,30.65,-88.18,2017,30.658:-88.178,-88.178:30.650,12793
31.529,-87.346,31.53,-87.34,2017,31.529:-87.346,-87.346:31.530,12794
32.233000000000004,-86.215,32.25,-86.22,2017,32.233:-86.215,-86.215:32.250,12795
34.496,-86.83,34.49,-86.82,2017,34.496:-86.830,-86.830:34.490,12796
32.591,-87.272,32.61,-87.26,2017,32.591:-87.272,-87.272:32.610,12797
33.263000000000005,-88.089,33.25,-88.1,2017,33.263:-88.089,-88.089:33.250,12798
31.839000000000002,-85.929,31.85,-85.94,2017,31.839:-85.929,-85.929:31.850,12799
33.304,-85.443,33.29,-85.46,2017,33.304:-85.443,-85.443:33.290,11126
32.286,-85.162,32.29,-85.18,2017,32.286:-85.162,-85.162:32.290,12800
33.69,-86.311,33.69,-86.3,2017,33.690:-86.311,-86.311:33.690,12801
33.282,-86.684,33.29,-86.7,2017,33.282:-86.684,-86.684:33.290,12802
32.652,-88.131,32.65,-88.14,2017,32.652:-88.131,-88.131:32.650,12803
33.400999999999996,-86.149,33.41,-86.14,2017,33.401:-86.149,-86.149:33.410,14899
32.8,-85.804,32.81,-85.82,2017,32.800:-85.804,-85.804:32.810,11127
33.306999999999995,-87.45299999999999,33.29,-87.46,2017,33.307:-87.453,-87.453:33.290,12804
33.759,-87.295,33.77,-87.3,2017,33.759:-87.295,-87.295:33.770,12805
31.406999999999996,-88.176,31.41,-88.18,2017,31.407:-88.176,-88.176:31.410,12806
32.048,-87.262,32.05,-87.26,2017,32.048:-87.262,-87.262:32.050,12807
34.146,-87.37299999999999,34.13,-87.38,2017,34.146:-87.373,-87.373:34.130,12808
34.245,-91.382,34.25,-91.38,2017,34.245:-91.382,-91.382:34.250,15091
33.202,-91.801,33.21,-91.82,2017,33.202:-91.801,-91.801:33.210,15092
36.236,-92.37299999999999,36.25,-92.38,2017,36.236:-92.373,-92.373:36.250,59976
36.3,-94.21600000000001,36.29,-94.22,2017,36.300:-94.216,-94.216:36.290,15093
36.306,-93.07799999999999,36.29,-93.06,2017,36.306:-93.078,-93.078:36.290,15094
33.434,-92.171,33.45,-92.18,2017,33.434:-92.171,-92.171:33.450,15095
36.31,-93.59200000000001,36.33,-93.58,2017,36.310:-93.592,-93.592:36.330,15096
33.284,-91.25200000000001,33.29,-91.26,2017,33.284:-91.252,-91.252:33.290,15097
36.35,-90.435,36.37,-90.42,2017,36.350:-90.435,-90.435:36.370,15098
35.535,-92.021,35.53,-92.02,2017,35.535:-92.021,-92.021:35.530,84276
33.884,-92.214,33.89,-92.22,2017,33.884:-92.214,-92.214:33.890,15099
33.236,-93.235,33.25,-93.22,2017,33.236:-93.235,-93.235:33.250,15100
35.266999999999996,-92.76,35.25,-92.78,2017,35.267:-92.760,-92.760:35.250,15101
35.848,-90.662,35.85,-90.66,2017,35.848:-90.662,-90.662:35.850,15102
35.554,-94.193,35.57,-94.18,2017,35.554:-94.193,-94.193:35.570,15103
35.137,-90.286,35.13,-90.3,2017,35.137:-90.286,-90.286:35.130,15104
35.297,-90.772,35.29,-90.78,2017,35.297:-90.772,-90.772:35.290,15105
33.818000000000005,-91.214,33.81,-91.22,2017,33.818:-91.214,-91.214:33.810,15106
33.591,-91.73299999999999,33.61,-91.74,2017,33.591:-91.733,-91.733:33.610,15107
35.105,-92.35700000000001,35.09,-92.34,2017,35.105:-92.357,-92.357:35.090,15108
35.486999999999995,-93.889,35.49,-93.9,2017,35.487:-93.889,-93.889:35.490,15109
36.375,-91.805,36.37,-91.82,2017,36.375:-91.805,-91.805:36.370,59978
34.580999999999996,-93.09899999999999,34.57,-93.1,2017,34.581:-93.099,-93.099:34.570,15110
34.278,-92.443,34.29,-92.46,2017,34.278:-92.443,-92.443:34.290,15111
36.116,-90.52600000000001,36.13,-90.54,2017,36.116:-90.526,-90.526:36.130,15113
33.743,-93.713,33.73,-93.7,2017,33.743:-93.713,-93.713:33.730,15114
34.052,-94.038,34.05,-94.02,2017,34.052:-94.038,-94.038:34.050,15115
35.735,-91.53399999999999,35.73,-91.54,2017,35.735:-91.534,-91.534:35.730,15116
36.064,-91.945,36.05,-91.94,2017,36.064:-91.945,-91.945:36.050,59980
35.622,-91.309,35.61,-91.3,2017,35.622:-91.309,-91.309:35.610,15117
35.548,-93.43700000000001,35.53,-93.42,2017,35.548:-93.437,-93.437:35.530,15118
36.069,-91.053,36.05,-91.06,2017,36.069:-91.053,-91.053:36.050,15119
34.77,-90.755,34.77,-90.74,2017,34.770:-90.755,-90.755:34.770,15120
35.225,-93.71,35.21,-93.7,2017,35.225:-93.710,-93.710:35.210,15121
36.034,-93.704,36.05,-93.7,2017,36.034:-93.704,-93.704:36.050,15122
36.281,-92.649,36.29,-92.66,2017,36.281:-92.649,-92.649:36.290,59977
35.7,-89.96600000000001,35.69,-89.98,2017,35.700:-89.966,-89.966:35.690,15123
34.67,-91.22399999999999,34.69,-91.22,2017,34.670:-91.224,-91.224:34.690,15124
34.543,-93.665,34.53,-93.66,2017,34.543:-93.665,-93.665:34.530,15125
33.701,-93.294,33.69,-93.3,2017,33.701:-93.294,-93.294:33.690,15126
35.925,-93.23200000000001,35.93,-93.22,2017,35.925:-93.232,-93.232:35.930,15127
33.589,-92.84299999999999,33.57,-92.86,2017,33.589:-92.843,-92.843:33.570,15128
34.944,-92.92299999999999,34.93,-92.94,2017,34.944:-92.923,-92.923:34.930,15129
34.382,-90.829,34.37,-90.82,2017,34.382:-90.829,-90.829:34.370,15130
34.146,-93.654,34.13,-93.66,2017,34.146:-93.654,-93.654:34.130,15131
35.573,-90.663,35.57,-90.66,2017,35.573:-90.663,-90.663:35.570,15132
34.459,-94.2,34.45,-94.22,2017,34.459:-94.200,-94.200:34.450,15133
35.423,-93.054,35.41,-93.06,2017,35.423:-93.054,-93.054:35.410,15134
34.751999999999995,-92.39299999999999,34.77,-92.38,2017,34.752:-92.393,-92.393:34.770,15135
36.306999999999995,-91.07799999999999,36.29,-91.06,2017,36.307:-91.078,-91.078:36.290,15136
35.008,-90.777,35.01,-90.78,2017,35.008:-90.777,-90.777:35.010,15137
34.635,-92.66,34.65,-92.66,2017,34.635:-92.660,-92.660:34.650,15138
34.883,-94.08,34.89,-94.1,2017,34.883:-94.080,-94.080:34.890,15139
35.917,-92.681,35.93,-92.7,2017,35.917:-92.681,-92.681:35.930,15140
35.191,-94.238,35.21,-94.22,2017,35.191:-94.238,-94.238:35.210,15141
33.972,-94.21799999999999,33.97,-94.22,2017,33.972:-94.218,-94.218:33.970,15142
36.194,-91.485,36.21,-91.5,2017,36.194:-91.485,-91.485:36.210,15143
35.919000000000004,-92.12700000000001,35.93,-92.14,2017,35.919:-92.127,-92.127:35.930,15144
33.198,-92.529,33.21,-92.54,2017,33.198:-92.529,-92.529:33.210,15145
35.577,-92.546,35.57,-92.54,2017,35.577:-92.546,-92.546:35.570,84278
35.993,-94.22,36.01,-94.22,2017,35.993:-94.220,-94.220:36.010,15146
35.277,-91.73299999999999,35.29,-91.74,2017,35.277:-91.733,-91.733:35.290,15147
35.179,-91.259,35.17,-91.26,2017,35.179:-91.259,-91.259:35.170,16403
35.031,-93.303,35.05,-93.3,2017,35.031:-93.303,-93.303:35.050,15150
33.713,-92.63600000000001,33.73,-92.62,2017,33.713:-92.636,-92.636:33.730,15152
34.138000000000005,-93.085,34.13,-93.1,2017,34.138:-93.085,-93.085:34.130,15153
34.138000000000005,-91.82799999999999,34.13,-91.82,2017,34.138:-91.828,-91.828:34.130,15156
33.482,-93.928,33.49,-93.94,2017,33.482:-93.928,-93.928:33.490,15157
34.786,-91.73299999999999,34.77,-91.74,2017,34.786:-91.733,-91.733:34.770,15158
-14.265,-170.13299999999998,-14.27,-170.38,2017,-14.265:-170.133,-170.133:-14.270,14212
36.545,-113.60799999999999,36.53,-113.62,2017,36.545:-113.608,-113.608:36.530,10250
36.648,-112.929,36.65,-112.94,2017,36.648:-112.929,-112.929:36.650,10251
34.683,-113.99,34.69,-113.98,2017,34.683:-113.990,-113.990:34.690,14188
36.753,-112.03,36.77,-112.02,2017,36.753:-112.030,-112.030:36.770,10252
35.394,-112.02600000000001,35.41,-112.02,2017,35.394:-112.026,-112.026:35.410,10253
34.736,-110.29700000000001,34.73,-110.3,2017,34.736:-110.297,-110.297:34.730,10254
34.52,-109.455,34.53,-109.46,2017,34.520:-109.455,-109.455:34.530,19497
34.705999999999996,-112.66,34.69,-112.66,2017,34.706:-112.660,-112.660:34.690,10256
34.693000000000005,-112.13600000000001,34.69,-112.14,2017,34.693:-112.136,-112.136:34.690,10257
34.751999999999995,-111.665,34.77,-111.66,2017,34.752:-111.665,-111.665:34.770,10258
34.601,-111.415,34.61,-111.42,2017,34.601:-111.415,-111.415:34.610,10259
33.67,-112.38,33.69,-112.38,2017,33.670:-112.380,-112.380:33.690,10260
32.008,-112.84700000000001,32.01,-112.86,2017,32.008:-112.847,-112.847:32.010,17978
32.574,-113.435,32.57,-113.42,2017,32.574:-113.435,-113.435:32.570,10261
32.234,-113.446,32.25,-113.46,2017,32.234:-113.446,-113.446:32.250,10262
33.029,-114.075,33.01,-114.06,2017,33.029:-114.075,-114.075:33.010,10263
33.421,-112.691,33.41,-112.7,2017,33.421:-112.691,-112.691:33.410,10264
32.746,-112.76799999999999,32.73,-112.78,2017,32.746:-112.768,-112.768:32.730,10265
33.343,-111.727,33.33,-111.74,2017,33.343:-111.727,-111.727:33.330,10266
33.959,-114.381,33.97,-114.38,2017,33.959:-114.381,-114.381:33.970,10267
33.509,-113.961,33.49,-113.98,2017,33.509:-113.961,-113.961:33.490,10268
33.178000000000004,-111.911,33.17,-111.9,2017,33.178:-111.911,-111.911:33.170,10269
32.81,-111.73200000000001,32.81,-111.74,2017,32.810:-111.732,-111.732:32.810,10270
32.946999999999996,-111.016,32.93,-111.02,2017,32.947:-111.016,-111.016:32.930,10271
32.897,-109.779,32.89,-109.78,2017,32.897:-109.779,-109.779:32.890,10272
32.865,-109.64,32.85,-109.66,2017,32.865:-109.640,-109.640:32.850,10273
32.38,-109.462,32.37,-109.46,2017,32.380:-109.462,-109.462:32.370,10274
32.224000000000004,-109.803,32.21,-109.82,2017,32.224:-109.803,-109.803:32.210,10275
32.166,-110.198,32.17,-110.18,2017,32.166:-110.198,-110.198:32.170,10276
31.625999999999998,-110.838,31.61,-110.82,2017,31.626:-110.838,-110.838:31.610,10277
32.114000000000004,-111.15,32.13,-111.14,2017,32.114:-111.150,-111.150:32.130,10278
31.984,-111.12899999999999,31.97,-111.14,2017,31.984:-111.129,-111.129:31.970,10279
31.619,-109.755,31.61,-109.74,2017,31.619:-109.755,-109.755:31.610,10280
32.717,-110.147,32.73,-110.14,2017,32.717:-110.147,-110.147:32.730,10281
33.346,-110.124,33.33,-110.14,2017,33.346:-110.124,-110.124:33.330,10282
33.891,-110.139,33.89,-110.14,2017,33.891:-110.139,-110.139:33.890,10283
33.816,-111.296,33.81,-111.3,2017,33.816:-111.296,-111.296:33.810,10284
33.855,-110.071,33.85,-110.06,2017,33.855:-110.071,-110.071:33.850,10285
35.205999999999996,-111.6,35.21,-111.58,2017,35.206:-111.600,-111.600:35.210,10286
35.946,-112.182,35.93,-112.18,2017,35.946:-112.182,-112.182:35.930,10287
35.673,-114.045,35.69,-114.06,2017,35.673:-114.045,-114.045:35.690,10288
35.926,-113.155,35.93,-113.14,2017,35.926:-113.155,-113.155:35.930,10289
36.305,-112.825,36.29,-112.82,2017,36.305:-112.825,-112.825:36.290,10290
32.15,-111.973,32.13,-111.98,2017,32.150:-111.973,-111.973:32.130,10291
36.01,-111.15799999999999,36.01,-111.14,2017,36.010:-111.158,-111.158:36.010,10292
36.616,-110.641,36.61,-110.66,2017,36.616:-110.641,-110.641:36.610,10293
36.143,-109.34,36.13,-109.34,2017,36.143:-109.340,-109.340:36.130,28675
36.248000000000005,-109.802,36.25,-109.82,2017,36.248:-109.802,-109.802:36.250,10294
35.964,-110.501,35.97,-110.5,2017,35.964:-110.501,-110.501:35.970,10295
35.687,-109.508,35.69,-109.5,2017,35.687:-109.508,-109.508:35.690,10296
32.221,-110.005,32.21,-110.02,2017,32.221:-110.005,-110.005:32.210,10298
39.169000000000004,-122.29,39.17,-122.3,2017,39.169:-122.290,-122.290:39.170,14076
37.912,-121.988,37.93,-121.98,2017,37.912:-121.988,-121.988:37.930,14077
39.592,-122.397,39.61,-122.38,2017,39.592:-122.397,-122.397:39.610,14078
36.139,-119.895,36.13,-119.9,2017,36.139:-119.895,-119.895:36.130,14079
39.125,-122.71700000000001,39.13,-122.7,2017,39.125:-122.717,-122.717:39.130,14080
38.068000000000005,-122.68799999999999,38.05,-122.7,2017,38.068:-122.688,-122.688:38.050,14081
36.352,-121.096,36.37,-121.1,2017,36.352:-121.096,-121.096:36.370,14082
38.51,-122.354,38.49,-122.34,2017,38.510:-122.354,-122.354:38.490,14083
38.376999999999995,-121.443,38.37,-121.46,2017,38.377:-121.443,-121.443:38.370,14084
36.593,-121.12,36.61,-121.14,2017,36.593:-121.120,-121.120:36.610,14085
37.891,-121.251,37.89,-121.26,2017,37.891:-121.251,-121.251:37.890,14086
37.069,-121.95100000000001,37.05,-121.94,2017,37.069:-121.951,-121.951:37.050,14087
38.286,-122.0,38.29,-122.02,2017,38.286:-122.000,-122.000:38.290,14088
38.461,-122.941,38.45,-122.94,2017,38.461:-122.941,-122.941:38.450,14089
39.02,-121.681,39.01,-121.7,2017,39.020:-121.681,-121.681:39.010,14090
38.62,-121.962,38.61,-121.98,2017,38.620:-121.962,-121.962:38.610,14091
40.669000000000004,-123.98,40.65,-123.98,2017,40.669:-123.980,-123.980:40.650,14198
40.232,-123.973,40.25,-123.98,2017,40.232:-123.973,-123.973:40.250,14199
41.636,-122.589,41.65,-122.58,2017,41.636:-122.589,-122.589:41.650,14092
41.59,-120.611,41.61,-120.62,2017,41.590:-120.611,-120.611:41.610,14237
41.158,-121.479,41.17,-121.46,2017,41.158:-121.479,-121.479:41.170,14238
41.349,-123.896,41.33,-123.9,2017,41.349:-123.896,-123.896:41.330,14093
40.658,-122.96600000000001,40.65,-122.98,2017,40.658:-122.966,-122.966:40.650,14094
40.686,-122.28299999999999,40.69,-122.3,2017,40.686:-122.283,-122.283:40.690,14095
40.518,-120.661,40.53,-120.66,2017,40.518:-120.661,-120.661:40.530,14239
37.639,-121.824,37.65,-121.82,2017,37.639:-121.824,-121.824:37.650,14096
37.68,-122.14299999999999,37.69,-122.14,2017,37.680:-122.143,-122.143:37.690,14097
39.702,-121.559,39.69,-121.54,2017,39.702:-121.559,-121.559:39.690,14098
39.716,-120.219,39.73,-120.22,2017,39.716:-120.219,-120.219:39.730,14240
39.279,-121.323,39.29,-121.34,2017,39.279:-121.323,-121.323:39.290,14179
39.221,-121.04799999999999,39.21,-121.06,2017,39.221:-121.048,-121.048:39.210,14099
39.009,-121.08200000000001,39.01,-121.1,2017,39.009:-121.082,-121.082:39.010,14100
38.756,-120.807,38.77,-120.82,2017,38.756:-120.807,-120.807:38.770,14101
38.39,-120.697,38.41,-120.7,2017,38.390:-120.697,-120.697:38.410,14102
38.05,-120.57700000000001,38.05,-120.58,2017,38.050:-120.577,-120.577:38.050,14103
37.919000000000004,-120.79,37.93,-120.78,2017,37.919:-120.790,-120.790:37.930,17969
37.343,-122.331,37.33,-122.34,2017,37.343:-122.331,-122.331:37.330,14105
33.02,-116.838,33.01,-116.82,2017,33.020:-116.838,-116.838:33.010,14106
37.264,-121.949,37.25,-121.94,2017,37.264:-121.949,-121.949:37.250,14107
37.399,-121.225,37.41,-121.22,2017,37.399:-121.225,-121.225:37.410,14108
37.616,-120.815,37.61,-120.82,2017,37.616:-120.815,-120.815:37.610,14109
40.121,-122.204,40.13,-122.22,2017,40.121:-122.204,-122.204:40.130,14110
37.189,-121.537,37.17,-121.54,2017,37.189:-121.537,-121.537:37.170,14111
37.042,-120.89399999999999,37.05,-120.9,2017,37.042:-120.894,-120.894:37.050,14112
37.339,-120.524,37.33,-120.54,2017,37.339:-120.524,-120.524:37.330,14113
37.491,-120.059,37.49,-120.06,2017,37.491:-120.059,-120.059:37.490,14114
37.09,-120.03299999999999,37.09,-120.02,2017,37.090:-120.033,-120.033:37.090,14115
36.475,-120.42200000000001,36.49,-120.42,2017,36.475:-120.422,-120.422:36.490,14116
36.774,-119.679,36.77,-119.66,2017,36.774:-119.679,-119.679:36.770,14117
36.181999999999995,-119.31299999999999,36.17,-119.3,2017,36.182:-119.313,-119.313:36.170,14119
36.226,-118.96600000000001,36.21,-118.98,2017,36.226:-118.966,-118.966:36.210,14120
36.372,-117.56700000000001,36.37,-117.58,2017,36.372:-117.567,-117.567:36.370,14121
35.349000000000004,-120.76,35.33,-120.78,2017,35.349:-120.760,-120.760:35.330,14122
35.541,-120.704,35.53,-120.7,2017,35.541:-120.704,-120.704:35.530,14123
35.527,-119.51799999999999,35.53,-119.5,2017,35.527:-119.518,-119.518:35.530,14124
35.287,-119.914,35.29,-119.9,2017,35.287:-119.914,-119.914:35.290,14125
35.656,-118.523,35.65,-118.54,2017,35.656:-118.523,-118.523:35.650,14126
34.89,-117.833,34.89,-117.82,2017,34.890:-117.833,-117.833:34.890,14127
35.074,-118.24,35.09,-118.22,2017,35.074:-118.240,-118.240:35.090,14128
34.683,-117.111,34.69,-117.1,2017,34.683:-117.111,-117.111:34.690,14129
34.804,-120.053,34.81,-120.06,2017,34.804:-120.053,-120.053:34.810,14130
34.501999999999995,-120.045,34.49,-120.06,2017,34.502:-120.045,-120.045:34.490,14131
34.297,-119.055,34.29,-119.06,2017,34.297:-119.055,-119.055:34.290,14132
34.658,-118.28200000000001,34.65,-118.3,2017,34.658:-118.282,-118.282:34.650,14133
34.235,-118.506,34.25,-118.5,2017,34.235:-118.506,-118.506:34.250,14134
34.059,-117.35799999999999,34.05,-117.34,2017,34.059:-117.358,-117.358:34.050,14135
33.667,-117.706,33.65,-117.7,2017,33.667:-117.706,-117.706:33.650,14136
33.73,-117.046,33.73,-117.06,2017,33.730:-117.046,-117.046:33.730,14137
33.729,-116.198,33.73,-116.18,2017,33.729:-116.198,-116.198:33.730,14138
33.562,-114.637,33.57,-114.62,2017,33.562:-114.637,-114.637:33.570,14139
35.506,-117.695,35.49,-117.7,2017,35.506:-117.695,-117.695:35.490,18378
33.003,-115.512,33.01,-115.5,2017,33.003:-115.512,-115.512:33.010,14140
41.851000000000006,-121.686,41.85,-121.7,2017,41.851:-121.686,-121.686:41.850,14241
41.388000000000005,-119.816,41.37,-119.82,2017,41.388:-119.816,-119.816:41.370,14243
38.449,-119.34899999999999,38.45,-119.34,2017,38.449:-119.349,-119.349:38.450,14141
39.524,-123.223,39.53,-123.22,2017,39.524:-123.223,-123.223:39.530,14142
33.439,-119.37799999999999,33.45,-119.38,2017,33.439:-119.378,-119.378:33.450,14143
37.634,-122.306,37.65,-122.3,2017,37.634:-122.306,-122.306:37.650,14144
35.043,-119.25399999999999,35.05,-119.26,2017,35.043:-119.254,-119.254:35.050,14146
34.109,-118.711,34.09,-118.7,2017,34.109:-118.711,-118.711:34.090,14201
39.014,-120.064,39.01,-120.06,2017,39.014:-120.064,-120.064:39.010,14148
39.38,-123.637,39.37,-123.62,2017,39.380:-123.637,-123.637:39.370,14149
34.912,-116.098,34.93,-116.1,2017,34.912:-116.098,-116.098:34.930,14178
34.004,-118.105,34.01,-118.1,2017,34.004:-118.105,-118.105:34.010,14150
35.355,-116.62200000000001,35.37,-116.62,2017,35.355:-116.622,-116.622:35.370,14151
34.385,-116.26299999999999,34.37,-116.26,2017,34.385:-116.263,-116.263:34.370,17970
34.468,-116.113,34.45,-116.1,2017,34.468:-116.113,-116.113:34.450,14152
41.007,-123.60600000000001,41.01,-123.62,2017,41.007:-123.606,-123.606:41.010,14153
41.538999999999994,-122.662,41.53,-122.66,2017,41.539:-122.662,-122.662:41.530,14154
41.451,-120.905,41.45,-120.9,2017,41.451:-120.905,-120.905:41.450,14155
41.945,-123.344,41.93,-123.34,2017,41.945:-123.344,-123.344:41.930,14156
40.829,-122.535,40.81,-122.54,2017,40.829:-122.535,-122.535:40.810,14157
40.416,-121.12899999999999,40.41,-121.14,2017,40.416:-121.129,-121.129:40.410,14158
39.785,-123.00399999999999,39.77,-123.02,2017,39.785:-123.004,-123.004:39.770,20767
39.916,-120.765,39.93,-120.78,2017,39.916:-120.765,-120.765:39.930,14160
39.385999999999996,-120.53,39.37,-120.54,2017,39.386:-120.530,-120.530:39.370,14161
38.782,-120.287,38.77,-120.3,2017,38.782:-120.287,-120.287:38.770,14162
38.482,-119.507,38.49,-119.5,2017,38.482:-119.507,-119.507:38.490,14327
38.111999999999995,-120.014,38.13,-120.02,2017,38.112:-120.014,-120.014:38.130,14163
37.073,-118.66,37.09,-118.66,2017,37.073:-118.660,-118.660:37.090,14164
37.147,-118.713,37.13,-118.7,2017,37.147:-118.713,-118.713:37.130,14165
37.260999999999996,-119.39299999999999,37.25,-119.38,2017,37.261:-119.393,-119.393:37.250,14166
36.139,-118.671,36.13,-118.66,2017,36.139:-118.671,-118.671:36.130,14167
37.453,-118.384,37.45,-118.38,2017,37.453:-118.384,-118.384:37.450,14168
34.938,-119.757,34.93,-119.74,2017,34.938:-119.757,-119.757:34.930,14169
34.448,-118.214,34.45,-118.22,2017,34.448:-118.214,-118.214:34.450,14170
33.948,-116.99700000000001,33.93,-116.98,2017,33.948:-116.997,-116.997:33.930,14171
36.486,-121.17299999999999,36.49,-121.18,2017,36.486:-121.173,-121.173:36.490,20685
40.497,-121.412,40.49,-121.42,2017,40.497:-121.412,-121.412:40.490,14172
37.839,-119.54299999999999,37.85,-119.54,2017,37.839:-119.543,-119.543:37.850,14173
36.764,-118.609,36.77,-118.62,2017,36.764:-118.609,-118.609:36.770,14174
36.488,-117.13799999999999,36.49,-117.14,2017,36.488:-117.138,-117.138:36.490,14175
33.9,-115.861,33.89,-115.86,2017,33.900:-115.861,-115.861:33.890,14176
35.154,-115.556,35.17,-115.54,2017,35.154:-115.556,-115.556:35.170,19625
41.413000000000004,-123.969,41.41,-123.98,2017,41.413:-123.969,-123.969:41.410,20559
37.169000000000004,-118.486,37.17,-118.5,2017,37.169:-118.486,-118.486:37.170,14244
33.727,-115.164,33.73,-115.18,2017,33.727:-115.164,-115.164:33.730,19626
33.123000000000005,-116.07600000000001,33.13,-116.06,2017,33.123:-116.076,-116.076:33.130,19627
35.819,-115.955,35.81,-115.94,2017,35.819:-115.955,-115.955:35.810,19628
37.412,-117.89200000000001,37.41,-117.9,2017,37.412:-117.892,-117.892:37.410,19629
39.87,-104.38,39.85,-104.38,2017,39.870:-104.380,-104.380:39.850,10641
39.652,-104.38,39.65,-104.38,2017,39.652:-104.380,-104.380:39.650,10642
37.319,-102.564,37.33,-102.58,2017,37.319:-102.564,-102.564:37.330,10643
